Lon,Lat,Year,Month,Day,Mag,Depth,Hour,Minute,Second,eventID,pvalue,HFassoc,assocwells
-103.391,31.3095,2019,4,28,1.6,3,8,9,28,texnet2019igka,1,0,
-103.3072,31.1805,2019,4,28,2.5,4.81,8,49,0,texnet2019igli,1,0,
-103.5719,31.4401,2019,4,28,1.7,4.58,10,35,40,texnet2019igov,1,0,
-103.476,31.1354,2019,4,28,1.7,3,13,5,54,texnet2019igtu,1,1,40896  40920
-103.4281,31.3016,2019,4,28,1.9,5.58,21,49,11,texnet2019ihlb,1,0,
-103.415,31.2948,2019,4,28,1.6,3,22,13,35,texnet2019ihlw,1,0,
-103.4291,31.3458,2019,4,29,1.8,6.3,1,32,38,texnet2019ihsk,1,0,
-104.141,31.5546,2019,4,29,1.7,3,1,50,3,texnet2019ihsz,0.015,0,
-103.458,31.3408,2019,4,29,1.5,3,2,11,47,texnet2019ihts,1,1,40915  41336
-104.189,31.5875,2019,4,29,1.7,3,4,9,44,texnet2019ihxp,0.001,0,
-104.2426,31.6382,2019,4,29,2.3,6.83,7,2,19,texnet2019iidh,0.001,0,
-104.2451,31.6374,2019,4,29,2.3,6.65,10,12,30,texnet2019iijo,0.001,0,
-104.206,31.6315,2019,4,29,1.5,3,10,17,13,texnet2019iijs,0.005,0,
-104.2438,31.639,2019,4,29,2.3,6.79,11,13,2,texnet2019iilo,0.001,0,
-103.366,31.0815,2019,4,29,1.6,3,11,41,51,texnet2019iimn,1,0,
-104.197,31.5617,2019,4,29,1.7,3,11,57,22,texnet2019iina,0.01,0,
-104.24,31.6425,2019,4,29,1.6,11.6894,11,58,56,texnet2019iinc,0.001,0,
-104.245,31.6402,2019,4,29,2.2,6.8,12,56,32,texnet2019iioz,0.001,0,
-103.5964,31.0064,2019,4,29,1.8,5.74,13,35,17,texnet2019iiqg,1,0,
-103.5722,31.2107,2019,4,29,1.7,5.2,14,29,17,texnet2019iisa,1,0,
-100.9167,32.9544,2019,4,29,1.8,6.5,17,52,36,texnet2019iiyt,NaN,0,
-104.2445,31.6404,2019,4,29,2,6.92,21,23,57,texnet2019ijfs,0.001,0,
-103.2465,31.5347,2019,4,29,2.1,5.13,23,14,25,texnet2019ijjj,1,0,
-103.902,31.6644,2019,4,29,1.5,3,23,39,3,texnet2019ijke,1,0,
-103.908,31.6446,2019,4,29,1.5,10.0135,23,46,14,texnet2019ijkk,1,0,
-103.845,32.206,2019,4,30,1.5,5,6,10,8,None,1,0,
-102.6348,32.135,2019,4,30,3.1,7.1,6,53,21,texnet2019ijyn,1,0,
-104.2437,31.6417,2019,4,30,2,6.71,8,12,18,texnet2019ikbc,0.001,0,
-104.257,31.6434,2019,4,30,1.5,4.6709,9,40,52,texnet2019ikea,0.001,0,
-103.4504,31.3646,2019,4,30,1.6,3.64,13,53,25,texnet2019ikmj,1,1,40915  41274  41336
-104.2431,31.642,2019,4,30,1.6,6.62,14,15,26,texnet2019iknc,0.001,0,
-100.9145,32.9269,2019,4,30,1.9,5.9,14,45,34,texnet2019ikod,NaN,0,
-104.2472,31.6416,2019,4,30,2,6.68,16,33,14,texnet2019ikrq,0.001,0,
-104.343,31.6589,2019,4,30,2.4,5.99,20,16,57,texnet2019ikza,0.065,0,
-103.3167,31.1937,2019,5,1,2.2,4,2,1,40,texnet2019ilkj,1,0,
-103.682,31.3238,2019,5,1,1.6,13.047,3,0,8,texnet2019ilmi,1,1,40921  41172  41173  41174
-103.3169,31.1941,2019,5,1,1.6,3.97,5,39,8,texnet2019ilro,1,0,
-103.5089,31.1985,2019,5,1,1.7,4.99,6,32,43,texnet2019ilti,1,1,40896  40920  40941  40957  40958
-103.701,31.5719,2019,5,1,1.5,3.278,11,58,27,texnet2019imeb,0.9797,0,
-104.3417,31.6588,2019,5,1,2,6.08,12,42,10,texnet2019imfo,0.065,0,
-98.1573,28.5178,2019,5,1,2.2,2.4699,13,41,7,texnet2019imhl,NaN,0,
-104.224,31.636,2019,5,1,1.5,14.6484,14,2,6,texnet2019imid,0.001,0,
-104.198,31.5839,2019,5,1,1.5,3,16,41,7,texnet2019imnk,0.001,0,
-103.2592,31.5272,2019,5,1,1.8,5.2,21,39,46,texnet2019imxd,1,0,
-103.255,31.1617,2019,5,2,1.5,3,0,31,41,texnet2019incx,1,0,
-103.4777,30.923,2019,5,2,2.1,5.93,0,47,17,texnet2019indl,1,0,
-104.5607,31.6387,2019,5,2,2.1,5.46,14,21,1,texnet2019ioeg,0.525,0,
-103.508,31.3645,2019,5,2,2,4.66,20,46,38,texnet2019ioqz,1,1,40915  41274  41336
-104.369,31.5509,2019,5,2,1.6,9.6352,22,19,6,texnet2019ioub,0.14,0,
-104.328,31.6626,2019,5,2,1.6,0.19564,22,19,6,texnet2019ioua,0.065,0,
-99.7124,28.6533,2019,5,3,2,4.7687,3,30,51,texnet2019ipek,NaN,0,
-103.5083,31.3654,2019,5,3,1.7,4.77,4,27,38,texnet2019ipgf,1,1,41274
-104.32,31.6539,2019,5,3,2.5,6.98,6,57,7,texnet2019ipld,0.005,0,
-104.2507,31.6438,2019,5,3,1.8,6.48,11,16,19,texnet2019iptr,0.001,0,
-99.7124,28.6569,2019,5,3,2.4,7.5076,12,21,27,texnet2019ipvv,NaN,0,
-104.267,31.6269,2019,5,3,1.5,7.312,13,11,9,texnet2019ipxm,0.001,0,
-104.575,31.6351,2019,5,3,1.5,2.0053,19,20,13,texnet2019iqjq,0.525,0,
-104.539,31.5448,2019,5,3,1.6,3,20,20,48,texnet2019iqlq,0.7868,0,
-97.4935,29.2154,2019,5,3,2.2,3.4481,23,3,30,texnet2019iqra,NaN,0,
-103.2588,31.1134,2019,5,3,3,4.38,23,40,6,texnet2019iqsg,1,0,
-104.06,30.4523,2019,5,4,1.5,8.5592,0,25,28,texnet2019iqts,NaN,0,
-104.3441,31.6544,2019,5,4,2.3,6.56,0,39,55,texnet2019iquf,0.065,0,
-104.193,31.6058,2019,5,4,1.6,3,3,39,13,texnet2019irac,0.001,0,
-97.4935,29.2136,2019,5,4,1.6,5.2089,10,31,50,texnet2019irns,NaN,0,
-97.9143,28.9142,2019,5,4,1.7,11.885,11,34,21,texnet2019irpu,NaN,0,
-97.9133,28.9993,2019,5,4,1.9,2.959,12,16,6,texnet2019irre,NaN,0,
-97.9071,29.0067,2019,5,4,2.3,2.2254,13,42,43,texnet2019irua,NaN,0,
-104.235,31.6159,2019,5,4,1.7,3,14,3,2,texnet2019irur,0.001,0,
-97.4976,29.2136,2019,5,4,2.3,3.8394,15,3,17,texnet2019irwr,NaN,0,
-103.465,31.0986,2019,5,4,1.6,0.60435,15,55,6,texnet2019iryj,1,0,
-104.3078,31.6511,2019,5,4,2.8,6.65,17,23,47,texnet2019isbh,0.005,0,
-104.258,31.6388,2019,5,4,1.7,10.2221,18,0,26,texnet2019iscn,0.001,0,
-97.4872,29.2209,2019,5,4,2.5,5.3556,21,51,4,texnet2019iskd,NaN,0,
-103.371,31.3729,2019,5,5,1.7,3,6,24,9,texnet2019itbc,1,1,41236  41288  41401
-97.4914,29.2117,2019,5,5,1.8,5.0132,7,40,38,texnet2019itdo,NaN,0,
-98.0167,28.4299,2019,5,5,1.5,5.4534,8,22,47,texnet2019itey,NaN,0,
-97.4997,29.2191,2019,5,5,2.6,3.0568,10,17,44,texnet2019itit,NaN,0,
-97.905,29.0067,2019,5,5,2.1,2.0787,16,0,11,texnet2019itub,NaN,0,
-97.4717,29.2145,2019,5,5,1.8,8.8526,16,51,56,texnet2019itvt,NaN,0,
-97.4955,29.2172,2019,5,5,2,5.5023,22,14,38,texnet2019iugk,NaN,0,
-103.5031,31.1925,2019,5,6,1.8,5.05,0,7,23,texnet2019iukd,1,1,40896  40920  40958
-104.23,31.615,2019,5,6,1.6,3,0,50,41,texnet2019iulo,0.001,0,
-103.455,31.4111,2019,5,6,1.5,1.0157,2,47,25,texnet2019iupk,1,1,41274
-97.4738,29.198,2019,5,6,1.6,13.7925,3,8,51,texnet2019iuqc,NaN,0,
-104.338,31.6617,2019,5,6,1.5,14.0126,3,31,42,texnet2019iuqw,0.065,0,
-103.3233,31.1366,2019,5,6,1.7,5.41,8,13,54,texnet2019ivae,1,0,
-97.4883,29.2145,2019,5,6,1.8,6.1137,9,30,50,texnet2019ivct,NaN,0,
-104.2635,31.6451,2019,5,6,2.3,6.4,12,4,2,texnet2019ivht,0.001,0,
-104.3195,31.6519,2019,5,6,2.3,6.99,20,26,9,texnet2019ivyi,0.005,0,
-104.2368,31.6364,2019,5,6,1.9,7.18,20,46,6,texnet2019ivyz,0.001,0,
-104.3198,31.6523,2019,5,7,1.9,6.98,0,20,13,texnet2019iwgb,0.005,0,
-103.241,31.1534,2019,5,7,1.7,3,3,33,39,texnet2019iwml,1,0,
-103.472,31.3773,2019,5,7,2.2,4.34,5,2,21,texnet2019iwpj,1,1,41274
-103.328,31.6017,2019,5,7,1.5,5.7974,5,45,56,texnet2019iwqu,1,0,
-103.367,31.974,2019,5,7,1.5,3,6,48,43,texnet2019iwsw,1,0,
-104.3456,31.659,2019,5,7,2.1,6.22,9,56,46,texnet2019iwzb,0.065,0,
-104.2404,31.6417,2019,5,7,2.5,6.64,15,25,3,texnet2019ixjx,0.001,0,
-100.9231,32.861,2019,5,7,3.1,5.9,20,27,16,texnet2019ixtw,NaN,0,
-104.3207,31.6524,2019,5,7,2.5,6.95,21,54,39,texnet2019ixwt,0.005,0,
-103.4745,31.3792,2019,5,7,2.1,4.25,22,29,19,texnet2019ixxx,1,1,41274
-104.296,31.6241,2019,5,7,1.5,3,23,15,13,texnet2019ixzk,0.005,0,
-97.4707,29.1989,2019,5,8,1.7,13.5235,0,42,38,texnet2019iych,NaN,0,
-104.194,31.6525,2019,5,8,1.6,3,2,23,6,texnet2019iyfq,0.005,0,
-97.4935,29.2209,2019,5,8,1.8,4.1818,3,32,9,texnet2019iyhx,NaN,0,
-104.2591,31.6448,2019,5,8,2.2,6.38,3,58,10,texnet2019iyit,0.001,0,
-102.6359,32.1323,2019,5,8,1.8,9.3,5,18,59,texnet2019iyll,1,0,
-104.278,32.196,2019,5,8,1.5,5,6,45,3,None,1,0,
-104.2561,31.6445,2019,5,8,2.1,6.45,6,57,55,texnet2019iyor,0.001,0,
-104.221,31.5818,2019,5,8,1.5,3,6,59,2,texnet2019iyos,0.001,0,
-103.4973,31.4156,2019,5,8,1.5,3.17,8,45,47,texnet2019iysg,1,1,41201  41274  41909  41910
-103.415,30.8278,2019,5,8,1.6,2.7124,9,37,1,texnet2019iytz,1,0,
-100.903,32.8528,2019,5,8,1.6,8.119,12,59,48,texnet2019izap,NaN,0,
-104.2466,31.6438,2019,5,8,1.9,6.57,13,15,35,texnet2019izbc,0.001,0,
-103.214,31.0297,2019,5,8,1.5,11.3503,13,30,51,texnet2019izbq,1,0,
-100.934,32.8702,2019,5,8,1.5,1.1494,14,48,24,texnet2019izef,NaN,0,
-103.2566,31.1105,2019,5,8,2.3,4.48,15,24,52,texnet2019izfk,1,0,
-103.379,32.17,2019,5,9,1.6,5,1,1,48,None,1,0,
-104.3166,31.6503,2019,5,9,2.1,6.01,1,11,30,texnet2019izyt,0.005,0,
-104.282,31.5144,2019,5,9,1.5,3,1,54,37,texnet2019jaae,0.045455,0,
-103.4498,31.0788,2019,5,9,1.7,4.28,2,16,21,texnet2019jaax,1,0,
-103.635,30.9695,2019,5,9,1.5,12.5843,8,23,9,texnet2019jamz,1,0,
-103.077,31.6699,2019,5,9,1.5,3,13,56,5,texnet2019jaxz,1,0,
-103.2768,31.1549,2019,5,9,2.8,4.93,16,19,27,texnet2019jbcs,1,0,
-97.1502,32.5076,2019,5,9,1.6,8.2413,16,23,16,texnet2019jbcv,NaN,0,
-103.2768,31.1537,2019,5,9,1.8,5.04,17,44,58,texnet2019jbfn,1,0,
-104.2461,31.6434,2019,5,9,2.3,6.53,17,51,42,texnet2019jbft,0.001,0,
-104.3479,31.6551,2019,5,9,2.8,6.55,18,16,53,texnet2019jbgp,0.065,0,
-103.271,31.1574,2019,5,9,1.7,0.42439,19,1,28,texnet2019jbib,1,0,
-104.323,32.335,2019,5,9,2,5,21,13,36,None,1,1,41920
-103.603,31.2305,2019,5,10,1.5,11.3503,4,32,37,texnet2019jcax,1,0,
-103.257,31.1461,2019,5,10,1.7,5.8488,5,43,1,texnet2019jcdf,1,0,
-103.82,32.093,2019,5,10,2.1,5,5,56,53,None,1,0,
-103.23,31.4856,2019,5,10,1.5,3,7,28,57,texnet2019jcgs,1,1,41871
-104.193,31.6718,2019,5,10,1.5,3,9,12,55,texnet2019jckd,0.01,0,
-97.8988,29.0268,2019,5,10,2.7,3.1058,12,56,34,texnet2019jcrn,NaN,0,
-97.8926,29.0195,2019,5,10,3.2,3.497,16,49,30,texnet2019jczf,NaN,0,
-97.8895,29.0167,2019,5,10,2.7,2.4944,19,1,22,texnet2019jddo,NaN,0,
-97.8884,29.0085,2019,5,10,1.7,0.024455,19,12,14,texnet2019jddx,NaN,0,
-97.8946,28.9957,2019,5,10,2.1,6.8718,19,17,58,texnet2019jdec,NaN,0,
-97.874,29.0176,2019,5,10,1.7,5.4534,19,56,55,texnet2019jdfj,NaN,0,
-103.6272,31.2509,2019,5,10,1.5,6.46,20,11,24,texnet2019jdfw,1,1,41052
-97.7633,29.0222,2019,5,10,1.6,1.8586,20,41,41,texnet2019jdgw,NaN,0,
-97.8905,29.0305,2019,5,10,1.8,6.2849,22,21,48,texnet2019jdke,NaN,0,
-97.9071,28.9169,2019,5,10,1.7,12.9366,22,34,47,texnet2019jdkp,NaN,0,
-104.305,31.6095,2019,5,11,1.6,14.4283,2,4,39,texnet2019jdrn,0.005,0,
-97.8243,28.9261,2019,5,11,1.8,12.3986,4,22,53,texnet2019jdwb,NaN,0,
-103.641,31.5311,2019,5,11,1.6,0.55293,5,16,0,texnet2019jdxv,0.98731,0,
-102.533,32.189,2019,5,11,1.8,4.573,11,10,58,texnet2019jejo,1,0,
-103.252,31.0803,2019,5,11,1.5,3,11,24,0,texnet2019jejz,1,0,
-97.3973,29.1266,2019,5,11,1.8,12.2763,12,8,29,texnet2019jell,NaN,0,
-104.3172,31.6521,2019,5,11,2.1,6.99,12,58,46,texnet2019jenc,0.005,0,
-103.532,31.2976,2019,5,11,1.7,1.9926,15,20,16,texnet2019jert,1,0,
-103.72,31.5374,2019,5,11,1.5,5.7974,15,56,32,texnet2019jesy,0.9797,0,
-104.349,31.6547,2019,5,11,2.4,6.6,22,0,57,texnet2019jfez,0.065,0,
-97.6465,29.122,2019,5,11,1.6,5.3067,23,57,37,texnet2019jfiv,NaN,0,
-103.2194,31.1181,2019,5,12,3.1,5.05,2,48,6,texnet2019jfol,1,0,
-103.2178,31.1139,2019,5,12,1.8,5.22,2,57,23,texnet2019jfot,1,0,
-103.522,31.3647,2019,5,12,1.5,3,3,46,17,texnet2019jfqj,1,1,41274
-97.6589,29.1165,2019,5,12,1.7,5.111,5,4,21,texnet2019jfsy,NaN,0,
-97.4966,29.2181,2019,5,12,1.6,0.04891,6,27,39,texnet2019jfvs,NaN,0,
-97.8636,29.025,2019,5,12,1.6,4.9154,8,8,35,texnet2019jfza,NaN,0,
-103.3,31.4534,2019,5,12,1.5,3,8,30,2,texnet2019jfzs,1,1,41899
-103.739,31.5521,2019,5,12,1.7,9.2936,11,26,41,texnet2019jgfo,0.9797,0,
-97.4955,29.1989,2019,5,12,1.5,9.5129,13,13,22,texnet2019jgjb,NaN,0,
-97.5017,29.2245,2019,5,12,3.4,4.1818,14,37,24,texnet2019jglv,NaN,0,
-103.5151,31.1978,2019,5,12,2.1,5.02,15,18,49,texnet2019jgnf,1,1,40896  40920  41410
-103.5436,31.2226,2019,5,12,2,3.85,18,35,37,texnet2019jgts,1,0,
-102.657,32.1378,2019,5,12,1.6,8.4369,18,43,50,texnet2019jgtz,1,0,
-104.583,31.6168,2019,5,12,1.7,4.6464,19,11,39,texnet2019jgux,0.54271,0,
-103.539,31.2163,2019,5,13,1.7,3,1,39,16,texnet2019jhhr,1,0,
-103.487,31.3449,2019,5,13,1.7,3,2,5,21,texnet2019jhio,1,1,41274  41909  41910
-103.1738,31.3788,2019,5,13,2.1,5.43,3,0,34,texnet2019jhkj,1,1,41913
-104.3509,31.6549,2019,5,13,2,6.59,3,14,58,texnet2019jhkv,0.065,0,
-105.014,31.4282,2019,5,13,1.5,5.6735,5,17,18,texnet2019jhow,1,0,
-104.543,31.6406,2019,5,13,1.6,6.2604,6,30,14,texnet2019jhrh,0.525,0,
-104.3415,31.6568,2019,5,13,2.3,6.39,8,28,7,texnet2019jhve,0.065,0,
-104.3411,31.6567,2019,5,13,2.2,6.39,8,38,27,texnet2019jhvn,0.065,0,
-104.348,31.5802,2019,5,13,1.7,12.0806,10,36,32,texnet2019jhzk,0.14,0,
-103.434,31.3394,2019,5,13,1.5,3,12,41,3,texnet2019jidn,1,0,
-104.3406,31.6557,2019,5,13,1.9,6.43,14,7,17,texnet2019jigj,0.065,0,
-103.762,31.1812,2019,5,13,1.7,10.5791,16,22,28,texnet2019jiku,1,0,
-103.484,31.2277,2019,5,13,1.5,3,18,45,52,texnet2019jipo,1,0,
-103.5158,31.2061,2019,5,13,2,4.97,23,9,45,texnet2019jiyg,1,0,
-104.5681,31.6418,2019,5,14,2,5.51,2,17,33,texnet2019jjel,0.525,0,
-103.292,31.1066,2019,5,14,1.7,3,2,54,10,texnet2019jjfq,1,0,
-103.612,31.3132,2019,5,14,1.6,12.1729,3,34,36,texnet2019jjgz,1,1,40921  41172  41173  41174
-103.492,31.1549,2019,5,14,1.5,3,3,56,13,texnet2019jjhs,1,1,40896  40920  41410
-103.494,31.1023,2019,5,14,1.5,7.0828,3,56,14,texnet2019jjhr,1,0,
-103.492,31.3893,2019,5,14,1.5,3,5,39,53,texnet2019jjld,1,1,41909  41910
-103.565,31.2383,2019,5,14,1.5,11.4017,8,1,41,texnet2019jjpu,1,0,
-104.325,31.6653,2019,5,14,1.5,3,8,2,12,texnet2019jjpv,0.065,0,
-104.344,31.658,2019,5,14,1.5,13.6213,8,33,14,texnet2019jjqv,0.065,0,
-104.3419,31.6548,2019,5,14,2.1,6.57,10,7,38,texnet2019jjty,0.065,0,
-104.569,31.6434,2019,5,14,1.6,5.2089,10,48,31,texnet2019jjvh,0.525,0,
-97.5038,29.2245,2019,5,14,3.4,4.035,10,52,20,texnet2019jjvl,NaN,0,
-98.9824,28.6789,2019,5,14,2.4,5.3556,13,25,21,texnet2019jkam,NaN,0,
-104.2357,31.6362,2019,5,14,2.2,7.2,14,1,24,texnet2019jkbr,0.001,0,
-97.4728,29.1934,2019,5,14,1.7,3,15,59,45,texnet2019jkfo,NaN,0,
-103.438,31.4001,2019,5,14,1.6,1.3242,18,25,32,texnet2019jkkj,1,1,41909  41910
-97.4924,29.295,2019,5,14,1.7,3,19,21,59,texnet2019jkmg,NaN,0,
-103.456,31.369,2019,5,14,1.5,3,21,19,3,texnet2019jkqc,1,1,41909  41910
-103.477,31.1383,2019,5,14,1.5,0.93855,21,22,45,texnet2019jkqf,1,1,40896  40920  41410
-103.4563,31.3653,2019,5,14,1.7,4.75,22,4,51,texnet2019jkrp,1,1,41909  41910
-97.5007,29.2181,2019,5,15,2.5,5.429,2,30,0,texnet2019jlaj,NaN,0,
-104.5116,31.6769,2019,5,15,2.2,5.11,4,27,47,texnet2019jleg,0.12,0,
-97.1567,32.4655,2019,5,15,1.5,8.926,5,19,52,texnet2019jlfz,NaN,0,
-104.5725,31.6396,2019,5,15,1.8,5.37,9,12,21,texnet2019jlnq,0.525,0,
-104.3361,31.6536,2019,5,15,2.1,6.78,10,41,54,texnet2019jlqp,0.065,0,
-97.5038,29.2209,2019,5,15,2.7,4.5241,10,42,20,texnet2019jlqq,NaN,0,
-104.3369,31.654,2019,5,15,2.6,6.69,12,14,46,texnet2019jltq,0.065,0,
-104.334,31.6635,2019,5,15,1.6,13.5235,12,51,22,texnet2019jluw,0.065,0,
-104.3071,31.6491,2019,5,15,2.4,7,17,4,6,texnet2019jmdf,0.005,0,
-97.4966,29.1595,2019,5,15,1.6,3,17,50,25,texnet2019jmes,NaN,0,
-103.4494,31.4001,2019,5,15,1.9,6,20,55,7,texnet2019jmkv,1,1,41909  41910
-97.5038,29.2154,2019,5,16,2.1,3.6438,0,0,52,texnet2019jmqy,NaN,0,
-97.5038,29.2209,2019,5,16,1.8,5.5512,1,25,6,texnet2019jmtr,NaN,0,
-104.38,31.5454,2019,5,16,1.6,0.19564,5,53,36,texnet2019jnco,0.205,0,
-103.296,31.1996,2019,5,16,1.7,5.36,13,47,56,texnet2019jnsf,1,0,
-98.8852,28.7485,2019,5,16,2.6,4.4263,22,55,35,texnet2019jokh,NaN,0,
-97.4986,29.2126,2019,5,16,1.5,9.8797,23,36,32,texnet2019jolq,NaN,0,
-97.4997,29.2209,2019,5,17,2.2,5.0132,0,54,52,texnet2019joof,NaN,0,
-102.3068,31.9722,2019,5,17,1.9,6.59,1,43,35,texnet2019jopv,1,0,
-104.3307,31.6604,2019,5,17,2.3,7.37,6,11,13,texnet2019joyr,0.065,0,
-104.206,31.6791,2019,5,17,1.5,3,6,44,52,texnet2019jozu,0.01,0,
-104.3117,31.6501,2019,5,17,1.9,6.91,8,4,25,texnet2019jpck,0.005,0,
-97.5059,29.2245,2019,5,17,2.2,4.2307,8,50,20,texnet2019jpdx,NaN,0,
-103.3195,31.2258,2019,5,17,2.1,5.1,10,42,14,texnet2019jphp,1,0,
-97.4769,29.2117,2019,5,17,2.9,6.0892,14,26,4,texnet2019jpoz,NaN,0,
-103.564,31.4286,2019,5,18,1.6,5.5403,1,18,20,texnet2019jqkn,1,1,41463  41552
-104.522,31.6013,2019,5,18,1.5,13.4746,5,34,6,texnet2019jqsx,0.3,0,
-104.476,31.6557,2019,5,18,1.9,4.36,8,32,47,texnet2019jqyv,0.3,0,
-104.524,31.6489,2019,5,18,1.5,7.4098,8,47,22,texnet2019jqzi,0.21,0,
-105.387,31.571,2019,5,18,1.6,3,9,48,38,texnet2019jrbi,NaN,0,
-104.517,31.5747,2019,5,18,1.5,8.8037,13,53,12,texnet2019jrjk,0.38384,0,
-104.5104,31.6012,2019,5,18,2.4,4,15,4,53,texnet2019jrlu,0.3,0,
-104.3382,31.6566,2019,5,18,2.7,6.39,16,30,0,texnet2019jrop,0.065,0,
-104.3366,31.657,2019,5,18,2,6.48,16,40,14,texnet2019jrox,0.065,0,
-104.2401,31.6419,2019,5,18,2.7,6.73,17,8,31,texnet2019jrpt,0.001,0,
-104.2426,31.6421,2019,5,18,2.1,6.63,20,49,32,texnet2019jrxc,0.001,0,
-97.5079,29.2227,2019,5,19,2.7,4.3285,2,58,49,texnet2019jsji,NaN,0,
-104.518,31.6049,2019,5,19,1.6,11.1269,6,33,42,texnet2019jsqk,0.3,0,
-104.365,31.5765,2019,5,19,1.6,11.2003,9,37,46,texnet2019jswm,0.14,0,
-104.757,31.1938,2019,5,19,1.5,3,11,23,31,texnet2019jszz,1,0,
-103.93,30.4138,2019,5,19,1.5,3,17,26,48,texnet2019jtly,NaN,0,
-97.1567,32.4692,2019,5,19,1.6,9.7085,19,43,22,texnet2019jtql,NaN,0,
-97.5121,29.274,2019,5,19,1.6,8.9749,23,43,42,texnet2019jtyk,NaN,0,
-104.211,31.6333,2019,5,20,1.6,3,0,59,16,texnet2019juaw,0.005,0,
-104.2425,31.6413,2019,5,20,2,6.77,1,2,5,texnet2019juaz,0.001,0,
-104.1519,31.5604,2019,5,20,1.7,5.88,1,5,31,texnet2019jubc,0.015,0,
-97.448,29.2575,2019,5,20,2,5.0132,3,12,5,texnet2019jufg,NaN,0,
-104.2439,31.6411,2019,5,20,2.4,6.79,4,6,55,texnet2019juhb,0.001,0,
-104.718,31.6736,2019,5,20,1.6,3,12,32,27,texnet2019juxt,1,0,
-103.163,31.3825,2019,5,20,1.7,1.8898,12,38,48,texnet2019juxy,1,1,41913
-103.636,30.9575,2019,5,20,1.5,11.2475,17,42,32,texnet2019jvhz,1,0,
-102.6638,32.1414,2019,5,20,1.9,9.4,19,8,31,texnet2019jvku,1,1,41582
-104.223,31.6461,2019,5,20,1.6,3,19,25,27,texnet2019jvlj,0.001,0,
-97.5534,29.2191,2019,5,21,1.5,11.4693,3,9,29,texnet2019jwar,NaN,0,
-97.5183,29.1678,2019,5,21,1.7,3,10,9,56,texnet2019jwoo,NaN,0,
-97.4997,29.2245,2019,5,21,1.9,5.3067,16,45,35,texnet2019jxbp,NaN,0,
-102.6573,32.1561,2019,5,21,1.8,9.8,18,0,11,texnet2019jxea,1,1,41582
-97.5017,29.2117,2019,5,22,1.6,4.4263,0,26,30,texnet2019jxqt,NaN,0,
-104.3446,31.6585,2019,5,22,1.8,6.24,4,29,37,texnet2019jxyv,0.065,0,
-102.6573,32.1634,2019,5,22,1.8,9.7,7,28,16,texnet2019jyes,1,1,41582
-103.139,31.387,2019,5,22,1.5,6.7229,9,33,40,texnet2019jyiw,1,0,
-103.366,31.127,2019,5,22,1.6,1.9412,19,29,21,texnet2019jzcn,1,0,
-103.504,31.2075,2019,5,22,1.5,10.4248,20,9,1,texnet2019jzdv,1,0,
-104.531,32.194,2019,5,23,1.6,5,0,0,3,None,1,0,
-104.3091,31.6535,2019,5,23,2,7.3,8,4,42,texnet2019kabl,0.005,0,
-104.082,31.5106,2019,5,23,1.5,3,9,19,22,texnet2019kadx,0.02,0,
-104.244,31.6397,2019,5,23,1.6,9.5129,12,13,42,texnet2019kajq,0.001,0,
-104.3491,31.6529,2019,5,23,2,6.96,19,17,23,texnet2019kaxp,0.065,0,
-98.0756,28.4198,2019,5,23,2.1,7.9722,22,36,18,texnet2019kbee,NaN,0,
-104.195,30.8752,2019,5,24,1.5,3,2,13,56,texnet2019kblj,1,0,
-104.463,31.6425,2019,5,24,1.6,3,22,16,7,texnet2019kczb,0.3,0,
-104.418,31.7175,2019,5,24,1.6,3,22,16,7,texnet2019kcza,0.055,0,
-103.512,31.1887,2019,5,24,1.7,3,22,19,5,texnet2019kczd,1,0,
-104.5245,31.669,2019,5,24,1.6,7,22,49,33,texnet2019kdad,0.21,0,
-104.527,31.6525,2019,5,24,1.6,6.8718,23,20,29,texnet2019kdbd,0.21,0,
-104.055,31.5134,2019,5,25,1.5,10.4911,0,24,22,texnet2019kddg,0.02,0,
-103.474,31.115,2019,5,25,2.5,4.4,2,42,25,texnet2019kdhu,1,0,
-103.872,31.0565,2019,5,25,1.5,3,8,20,59,texnet2019kdsz,1,0,
-103.478,30.9221,2019,5,25,1.6,5.97,8,31,51,texnet2019kdti,1,0,
-103.4907,31.3953,2019,5,25,2,3.73,10,6,31,texnet2019kdwl,1,1,41463  41552  41580
-104.5126,31.6748,2019,5,25,2,5.38,14,43,39,texnet2019kefo,0.12,0,
-104.5052,31.669,2019,5,25,2.4,7,14,43,59,texnet2019kefp,0.21,0,
-104.47,31.6809,2019,5,25,1.6,11.0535,14,44,51,texnet2019kefu,0.2,0,
-104.5126,31.6758,2019,5,25,2.9,5.26,14,48,27,texnet2019keft,0.12,0,
-104.504,31.6398,2019,5,25,1.5,10.2191,23,7,41,texnet2019kewf,0.21,0,
-104.2422,31.6377,2019,5,26,2.1,6.68,1,18,43,texnet2019kfao,0.001,0,
-104.2391,31.6372,2019,5,26,2.4,7.07,3,6,51,texnet2019kfec,0.001,0,
-104.219,31.6498,2019,5,26,1.6,3,3,21,30,texnet2019kfep,0.001,0,
-104.238,31.6391,2019,5,26,1.9,7.24,5,39,53,texnet2019kfjd,0.001,0,
-104.231,31.6287,2019,5,26,1.7,4.9154,8,52,3,texnet2019kfpm,0.001,0,
-104.1613,31.5605,2019,5,26,1.9,6.31,8,53,40,texnet2019kfpo,0.01,0,
