102.650002,105.720001,102.529999,105.440002,103.612335,45292800
107.510002,108.790001,107.239998,107.949997,106.078827,62176200
108.730003,113.029999,108.599998,111.769997,109.832603,110888700
113.860001,115.730003,113.489998,115.57,113.566742,89983600
115.120003,116.129997,114.040001,114.919998,112.928009,79886900
115.190002,116.18,113.25,113.580002,111.611237,46852700
113.050003,114.120003,112.510002,113.57,111.60141,34514300
113.849998,113.989998,112.440002,113.550003,111.581757,36003200
114.349998,114.940002,114,114.620003,112.633217,31074000
114.419998,114.790001,111.550003,112.709999,110.756317,52481200
111.639999,113.389999,111.550003,112.879997,110.923363,29869400
113,113.18,112.339996,113.089996,111.129723,24607400
113.690002,114.639999,113.43,113.949997,111.974823,29641100
113.160004,113.800003,111.800003,112.18,110.235504,35887000
112.459999,113.370003,111.800003,113.050003,111.090431,36379100
112.709999,113.050003,112.279999,112.519997,110.569603,21701800
113.059998,114.309998,112.629997,113,111.04129,29736800
113.400002,113.660004,112.690002,113.050003,111.090431,21453100
113.699997,114.339996,113.129997,113.889999,111.915863,28779300
114.309998,114.559998,113.510002,114.059998,112.082916,24358400
115.019997,116.75,114.720001,116.050003,114.038429,35826200
117.699997,118.690002,116.199997,116.300003,114.284088,64041000
117.349998,117.980003,116.75,117.339996,115.306061,37586800
116.790001,117.440002,115.720001,116.980003,114.952301,35192400
117.879997,118.169998,117.129997,117.629997,115.591034,35652200
117.330002,117.839996,116.779999,117.550003,115.512428,23624900
118.18,118.209999,117.449997,117.470001,115.433815,24250700
117.25,117.760002,113.800003,117.120003,115.089874,20034600
116.860001,117.379997,116.330002,117.059998,115.030914,24125800
116.809998,116.910004,116.279999,116.599998,114.57888,23192700
117.099998,117.739998,117,117.650002,115.61068,23538700
117.949997,118.360001,117.309998,118.25,116.200294,48129000
114.309998,115.699997,113.309998,115.589996,113.586395,66134200
115.389999,115.860001,114.099998,114.480003,112.495644,34562000
113.870003,115.209999,113.449997,113.720001,111.748817,37861700
113.650002,114.230003,113.199997,113.540001,111.57193,26419400
113.459999,113.769997,110.529999,111.489998,109.557465,43825800
111.400002,112.349998,111.230003,111.589996,109.655731,28331700
110.980003,111.459999,109.550003,109.830002,108.480354,26932600
108.529999,110.25,108.110001,108.839996,107.502518,30837000
110.080002,110.510002,109.459999,110.410004,109.053238,32560000
110.309998,111.720001,109.699997,111.059998,109.695236,24054500
109.879997,111.32,108.050003,110.879997,109.517456,59176400
111.089996,111.089996,105.830002,107.790001,106.465424,57134500
107.120003,108.870003,106.550003,108.43,107.097557,34143900
107.709999,107.809998,104.080002,105.709999,104.41098,50872500
106.57,107.68,106.160004,107.110001,105.793777,32264500
106.699997,110.230003,106.599998,109.989998,108.638382,58702500
109.809998,110.349998,108.830002,109.949997,108.598877,27632000
109.720001,110.540001,109.660004,110.059998,108.707527,28428900
110.120003,111.989998,110.010002,111.730003,110.35701,29264600
111.949997,112.419998,111.400002,111.800003,110.426147,25965500
111.360001,111.510002,110.330002,111.230003,109.863159,27387900
111.129997,111.870003,110.949997,111.790001,110.416275,11475900
111.43,112.470001,111.389999,111.57,110.198975,27194000
110.779999,112.029999,110.07,111.459999,110.090332,28528800
111.599998,112.199997,110.269997,110.519997,109.16188,36162300
110.370003,110.940002,109.029999,109.489998,108.144531,37086900
109.169998,110.089996,108.849998,109.900002,108.5495,26528000
110,110.029999,108.25,109.110001,107.769203,34324500
109.5,110.360001,109.190002,109.949997,108.598877,26195500
109.260002,111.190002,109.160004,111.029999,109.665604,29998700
110.860001,112.43,110.599998,112.120003,110.742218,27068300
112.309998,114.699997,112.309998,113.949997,112.549728,34402600
113.290001,115,112.489998,113.300003,111.907722,26374400
113.839996,115.919998,113.75,115.190002,113.77449,43733800
115.040001,116.199997,114.980003,115.190002,113.77449,34031800
115.379997,116.730003,115.230003,115.82,114.396751,46524500
116.470001,116.5,115.650002,115.970001,114.544907,44055400
115.800003,117.379997,115.75,116.639999,115.206673,27779400
116.739998,117.5,116.68,116.949997,115.512863,21425000
116.800003,117.400002,116.779999,117.059998,115.621513,23783200
116.349998,116.510002,115.639999,116.290001,114.860977,26085900
115.589996,116.519997,115.589996,116.519997,115.088142,14181200
116.519997,117.800003,116.489998,117.260002,115.819054,18296900
117.519997,118.019997,116.199997,116.760002,115.325203,20905900
116.449997,117.110001,116.400002,116.730003,115.29557,14963300
116.650002,117.199997,115.43,115.82,114.396751,30586300
115.800003,116.330002,114.760002,116.150002,114.722694,28781900
115.849998,116.510002,115.75,116.019997,114.594292,21118100
115.919998,116.860001,115.809998,116.610001,115.17704,22103700
116.779999,118.160004,116.470001,117.910004,116.461075,31751900
117.949997,119.43,117.940002,118.989998,117.527794,33561900
118.769997,119.379997,118.300003,119.110001,117.646317,24420800
118.739998,119.93,118.599998,119.75,118.278458,27588600
118.900002,119.300003,118.209999,119.25,117.784599,27086200
119.110001,119.620003,118.809998,119.040001,117.577179,25938300
118.339996,120.239998,118.220001,120,118.525383,34439800
120,120.5,119.709999,119.989998,118.515503,23713000
119.400002,120.089996,119.370003,119.779999,118.308083,25597300
120.449997,120.449997,119.730003,120,118.525383,29479900
120,120.809998,119.769997,120.080002,118.604401,22050200
119.550003,120.099998,119.5,119.970001,118.495758,23211000
120.419998,122.099998,120.279999,121.879997,120.382278,32377600
121.669998,122.440002,121.599998,121.940002,120.441551,26337600
122.139999,122.349998,121.599998,121.949997,120.451416,20562900
120.93,121.629997,120.660004,121.629997,120.135345,30278800
121.150002,121.389999,120.620003,121.349998,119.858795,49201000
127.029999,130.490005,127.010002,128.75,127.167854,111985000
127.980003,129.389999,127.779999,128.529999,126.950554,33710400
128.309998,129.190002,128.160004,129.080002,127.493805,24507300
129.130005,130.5,128.899994,130.289993,128.688934,26845900
130.539993,132.089996,130.449997,131.529999,129.913696,38183800
131.350006,132.220001,131.220001,132.039993,130.417435,23004100
131.649994,132.449997,131.119995,132.419998,131.359818,28349900
132.460007,132.940002,132.050003,132.119995,131.062225,20065500
133.080002,133.820007,132.75,133.289993,132.222839,22926400
133.470001,135.089996,133.25,135.020004,133.939011,33226200
135.520004,136.270004,134.619995,135.509995,134.425079,35623100
135.669998,135.899994,134.839996,135.350006,134.266357,22584600
135.100006,135.830002,135.100006,135.720001,134.633408,22198200
136.229996,136.75,135.979996,136.699997,135.60556,24507200
136.429993,137.119995,136.110001,137.110001,136.012268,20836900
137.380005,137.479996,136.300003,136.529999,135.43692,20788200
135.910004,136.660004,135.279999,136.660004,135.565887,21690900
137.139999,137.440002,136.279999,136.929993,135.83371,20257400
137.080002,137.440002,136.699997,136.990005,135.89325,23482900
137.889999,140.149994,137.600006,139.789993,138.670807,36414600
140,140.279999,138.759995,138.960007,137.847473,26211000
