max_cc cc_shift dlnA mstalta length start end center mode
 0.433602 -3264.0  0.143963  0.009504  1181   601  6504  3552 0
 0.478425 -34.0  1.395201  0.023251   309   601  2148  1374 0
 0.920824 -6.0  0.754734  0.023251   490   601  3051  1826 0
 0.307873 -38.0  2.220751  0.023251   257   601  1884  1242 0
 0.414861 -3264.0  0.164392  0.009504  1243   601  6816  3708 0
 0.277163 -4740.0  0.030740  0.009504  1380   601  7499  4050 0
 0.443465  0.0  1.760585  0.023251   290   601  2051  1326 0
 0.789412 -4.0  0.598023  0.009504   988   601  5541  3071 0
 0.831527 -4.0  0.624542  0.009504   853   601  4867  2734 0
 0.868476 -5.0  0.804219  0.009504   578   601  3489  2045 0
 0.813182 -4.0  0.621450  0.009504   965   601  5425  3013 0
 0.817801 -4.0  0.627269  0.009504   942   601  5313  2957 0
 0.398803 -3264.0  0.167100  0.009504  1293   601  7065  3833 0
 0.508271 -7.0  0.304288  0.009504  1039   601  5794  3197 0
 0.885998 -6.0  0.781604  0.023251   521   601  3204  1902 0
 0.658006 -5.0  1.275655  0.023251   324   601  2221  1411 0
 0.933634 -8.0  0.516051  0.023251   390   601  2552  1576 0
 0.883009 -6.0  0.784528  0.013506   533   601  3267  1934 0
 0.446558 -3264.0  0.121771  0.009504  1134   601  6271  3436 0
 0.876058 -6.0  0.797184  0.009504   555   601  3377  1989 0
 0.426122 -3264.0  0.153746  0.009504  1200   601  6603  3602 0
 0.857654 -5.0  0.690560  0.009504   688   601  4041  2321 0
 0.461584 -3264.0  0.108710  0.009504  1096   601  6079  3340 0
 0.875905 -9.0  0.710093  0.023251   368   601  2443  1522 0
 0.825332 -4.0  0.627877  0.009504   911   601  5156  2878 0
 0.973804 -6.0  0.724790  0.023251   461   601  2905  1753 0
 0.439536 -3264.0  0.122573  0.009504  1159   601  6395  3498 0
 0.336469  0.0  2.221446  0.023251   267   601  1938  1269 0
 0.839617 -5.0  0.630990  0.009504   752   603  4361  2482 0
 0.834350 -4.0  0.623054  0.009504   832   603  4763  2683 0
 0.973804 -6.0  0.724790  0.023251   460   603  2905  1754 0
 0.443582  0.0  1.760270  0.023251   290   603  2051  1327 0
 0.426125 -3264.0  0.153746  0.009504  1200   603  6603  3603 0
 0.876058 -6.0  0.797184  0.009504   555   603  3377  1990 0
 0.868476 -5.0  0.804219  0.009504   577   603  3489  2046 0
 0.724357 -6.0  0.996051  0.023251   345   603  2330  1466 0
 0.875939 -9.0  0.710052  0.023251   368   603  2443  1523 0
 0.463553 -3264.0  0.107928  0.009504  1111   603  6160  3381 0
 0.817801 -4.0  0.627269  0.009504   942   603  5313  2958 0
 0.446561 -3264.0  0.121771  0.009504  1134   603  6271  3437 0
 0.433605 -3264.0  0.143963  0.009504  1180   603  6504  3553 0
 0.658117 -5.0  1.275468  0.023251   324   603  2221  1412 0
 0.478591 -34.0  1.394919  0.023251   309   603  2148  1375 0
 0.336554  0.0  2.221064  0.023251   267   603  1938  1270 0
 0.825332 -4.0  0.627877  0.009504   911   603  5156  2879 0
 0.277164 -4740.0  0.030739  0.009504  1379   603  7499  4051 0
 0.508271 -7.0  0.304287  0.009504  1038   603  5794  3198 0
 0.813182 -4.0  0.621450  0.009504   964   603  5425  3014 0
 0.831551 -4.0  0.626198  0.009504   875   603  4979  2791 0
 0.839115 -5.0  0.632214  0.009504   780   603  4503  2553 0
 0.461588 -3264.0  0.108710  0.009504  1095   603  6079  3341 0
 0.857654 -5.0  0.690560  0.009504   688   603  4041  2322 0
 0.857110 -4.0  0.699221  0.009504   647   603  3837  2220 0
 0.414864 -3264.0  0.164392  0.009504  1243   603  6816  3709 0
 0.885998 -6.0  0.781603  0.023251   520   603  3204  1903 0
 0.308308 -38.0  2.221738  0.023251   256   603  1882  1242 0
 0.439539 -3264.0  0.122573  0.009504  1158   603  6395  3499 0
 0.308147 -38.0  2.220324  0.023251   256   603  1884  1243 0
 0.789412 -4.0  0.598023  0.009504   988   603  5541  3072 0
 0.831527 -4.0  0.624542  0.009504   853   603  4867  2735 0
 0.373491 -3264.0  0.160252  0.009504  1326   603  7233  3918 0
 0.398806 -3264.0  0.167100  0.009504  1292   603  7065  3834 0
 0.933643 -8.0  0.516041  0.023251   390   603  2552  1577 0
 0.920824 -6.0  0.754734  0.023251   490   603  3051  1827 0
 0.883009 -6.0  0.784528  0.013506   533   603  3267  1935 0
 0.817801 -4.0  0.627269  0.009504   942   605  5313  2959 0
 0.463556 -3264.0  0.107928  0.009504  1111   605  6160  3382 0
 0.825333 -4.0  0.627877  0.009504   910   605  5156  2880 0
 0.508271 -7.0  0.304287  0.009504  1038   605  5794  3199 0
 0.876058 -6.0  0.797183  0.009504   554   605  3377  1991 0
 0.433608 -3264.0  0.143963  0.009504  1180   605  6504  3554 0
 0.857110 -4.0  0.699221  0.009504   646   605  3837  2221 0
 0.885998 -6.0  0.781603  0.023251   520   605  3204  1904 0
 0.439542 -3264.0  0.122573  0.009504  1158   605  6395  3500 0
 0.789412 -4.0  0.598023  0.009504   987   605  5541  3073 0
 0.831551 -4.0  0.626198  0.009504   875   605  4979  2792 0
 0.277165 -4740.0  0.030739  0.009504  1379   605  7499  4052 0
 0.414867 -3264.0  0.164392  0.009504  1242   605  6816  3710 0
 0.920824 -6.0  0.754734  0.023251   489   605  3051  1828 0
 0.834350 -4.0  0.623053  0.009504   832   605  4763  2684 0
 0.398809 -3264.0  0.167100  0.009504  1292   605  7065  3835 0
 0.933654 -8.0  0.516029  0.023251   389   605  2552  1578 0
 0.658258 -5.0  1.275236  0.023251   323   605  2221  1413 0
 0.831527 -4.0  0.624541  0.009504   852   605  4867  2736 0
 0.308489 -38.0  2.219790  0.023251   256   605  1884  1244 0
 0.883009 -6.0  0.784528  0.013506   532   605  3267  1936 0
 0.813182 -4.0  0.621450  0.009504   964   605  5425  3015 0
 0.426128 -3264.0  0.153745  0.009504  1200   605  6603  3604 0
 0.308651 -38.0  2.221203  0.023251   255   605  1882  1243 0
 0.875982 -9.0  0.710002  0.023251   368   605  2443  1524 0
 0.336658  0.0  2.220587  0.023251   267   605  1938  1271 0
 0.857654 -5.0  0.690560  0.009504   687   605  4041  2323 0
 0.446564 -3264.0  0.121771  0.009504  1133   605  6271  3438 0
 0.973805 -6.0  0.724790  0.023251   460   605  2905  1755 0
 0.839617 -5.0  0.630990  0.009504   751   605  4361  2483 0
 0.443727  0.0  1.759876  0.023251   289   605  2051  1328 0
 0.839115 -5.0  0.632214  0.009504   780   605  4503  2554 0
 0.373494 -3264.0  0.160252  0.009504  1326   605  7233  3919 0
 0.724458 -6.0  0.995904  0.023251   345   605  2330  1467 0
 0.478800 -34.0  1.394566  0.023251   309   605  2148  1376 0
 0.868476 -5.0  0.804219  0.009504   577   605  3489  2047 0
 0.461591 -3264.0  0.108709  0.009504  1095   605  6079  3342 0
 0.920824 -6.0  0.754734  0.023251   489   607  3051  1829 0
 0.463559 -3264.0  0.107927  0.009504  1111   607  6160  3383 0
 0.308892 -38.0  2.219162  0.023251   255   607  1884  1245 0
 0.857110 -4.0  0.699221  0.009504   646   607  3837  2222 0
 0.426131 -3264.0  0.153745  0.009504  1199   607  6603  3605 0
 0.831551 -4.0  0.626198  0.009504   874   607  4979  2793 0
 0.857654 -5.0  0.690560  0.009504   687   607  4041  2324 0
 0.479049 -34.0  1.394151  0.023251   308   607  2148  1377 0
 0.724576 -6.0  0.995731  0.023251   345   607  2330  1468 0
 0.443898  0.0  1.759412  0.023251   289   607  2051  1329 0
 0.839617 -5.0  0.630990  0.009504   751   607  4361  2484 0
 0.433611 -3264.0  0.143963  0.009504  1179   607  6504  3555 0
 0.883009 -6.0  0.784528  0.013506   532   607  3267  1937 0
 0.309056 -38.0  2.220573  0.023251   255   607  1882  1244 0
 0.336780  0.0  2.220025  0.023251   266   607  1938  1272 0
 0.813182 -4.0  0.621450  0.009504   964   607  5425  3016 0
 0.446568 -3264.0  0.121771  0.009504  1133   607  6271  3439 0
 0.789413 -4.0  0.598023  0.009504   987   607  5541  3074 0
 0.876033 -9.0  0.709942  0.023251   367   607  2443  1525 0
 0.831527 -4.0  0.624541  0.009504   852   607  4867  2737 0
 0.414870 -3264.0  0.164392  0.009504  1242   607  6816  3711 0
 0.277166 -4740.0  0.030739  0.009504  1378   607  7499  4053 0
 0.398812 -3264.0  0.167100  0.009504  1292   607  7065  3836 0
 0.825333 -4.0  0.627877  0.009504   910   607  5156  2881 0
 0.834350 -4.0  0.623053  0.009504   831   607  4763  2685 0
 0.933667 -8.0  0.516015  0.023251   389   607  2552  1579 0
 0.461594 -3264.0  0.108709  0.009504  1094   607  6079  3343 0
 0.439545 -3264.0  0.122573  0.009504  1158   607  6395  3501 0
 0.817801 -4.0  0.627269  0.009504   941   607  5313  2960 0
 0.876058 -6.0  0.797183  0.009504   554   607  3377  1992 0
 0.885998 -6.0  0.781603  0.023251   519   607  3204  1905 0
 0.658424 -5.0  1.274962  0.023251   323   607  2221  1414 0
 0.508271 -7.0  0.304287  0.009504  1037   607  5794  3200 0
 0.973805 -6.0  0.724790  0.023251   460   607  2905  1756 0
 0.839115 -5.0  0.632214  0.009504   779   607  4503  2555 0
 0.373497 -3264.0  0.160252  0.009504  1325   607  7233  3920 0
 0.868476 -5.0  0.804219  0.009504   576   607  3489  2048 0
 0.463562 -3264.0  0.107927  0.009504  1110   609  6160  3384 0
 0.825333 -4.0  0.627877  0.009504   909   609  5156  2882 0
 0.876059 -6.0  0.797183  0.009504   554   609  3377  1993 0
 0.920824 -6.0  0.754733  0.023251   488   609  3051  1830 0
 0.831528 -4.0  0.624541  0.009504   852   609  4867  2738 0
 0.857654 -5.0  0.690560  0.009504   686   609  4041  2325 0
 0.885999 -6.0  0.781603  0.023251   519   609  3204  1906 0
 0.446570 -3264.0  0.121771  0.009504  1132   609  6271  3440 0
 0.831551 -4.0  0.626198  0.009504   874   609  4979  2794 0
 0.461597 -3264.0  0.108709  0.009504  1094   609  6079  3344 0
 0.876089 -9.0  0.709876  0.023251   367   609  2443  1526 0
 0.973805 -6.0  0.724790  0.023251   459   609  2905  1757 0
 0.817801 -4.0  0.627269  0.009504   941   609  5313  2961 0
 0.658611 -5.0  1.274657  0.023251   322   609  2221  1415 0
 0.933681 -8.0  0.515999  0.023251   389   609  2552  1580 0
 0.414872 -3264.0  0.164392  0.009504  1241   609  6816  3712 0
 0.439548 -3264.0  0.122573  0.009504  1157   609  6395  3502 0
 0.724710 -6.0  0.995539  0.023251   344   609  2330  1469 0
 0.839617 -5.0  0.630989  0.009504   750   609  4361  2485 0
 0.309514 -39.0  2.219869  0.023251   255   609  1882  1245 0
 0.789413 -4.0  0.598023  0.009504   986   609  5541  3075 0
 0.813183 -4.0  0.621450  0.009504   963   609  5425  3017 0
 0.508271 -7.0  0.304287  0.009504  1037   609  5794  3201 0
 0.834350 -4.0  0.623053  0.009504   831   609  4763  2686 0
 0.479330 -34.0  1.393687  0.023251   308   609  2148  1378 0
 0.277168 -4740.0  0.030739  0.009504  1378   609  7499  4054 0
 0.883010 -6.0  0.784528  0.013506   532   609  3267  1938 0
 0.398814 -3264.0  0.167100  0.009504  1291   609  7065  3837 0
 0.309344 -38.0  2.218461  0.023251   255   609  1884  1246 0
 0.373499 -3264.0  0.160252  0.009504  1325   609  7233  3921 0
 0.433614 -3264.0  0.143963  0.009504  1179   609  6504  3556 0
 0.839115 -5.0  0.632214  0.009504   779   609  4503  2556 0
 0.857110 -4.0  0.699221  0.009504   646   609  3837  2223 0
 0.426134 -3264.0  0.153745  0.009504  1199   609  6603  3606 0
 0.868476 -5.0  0.804219  0.009504   576   609  3489  2049 0
 0.336917  0.0  2.219397  0.023251   266   609  1938  1273 0
 0.444089  0.0  1.758894  0.023251   288   609  2051  1330 0
 0.373501 -3264.0  0.160252  0.009504  1324   611  7233  3922 0
 0.883010 -6.0  0.784527  0.013506   531   611  3267  1939 0
 0.433615 -3264.0  0.143963  0.009504  1179   611  6504  3557 0
 0.817802 -4.0  0.627269  0.009504   940   611  5313  2962 0
 0.461599 -3264.0  0.108709  0.009504  1094   611  6079  3345 0
 0.834350 -4.0  0.623053  0.009504   830   611  4763  2687 0
 0.839115 -5.0  0.632213  0.009504   778   611  4503  2557 0
 0.310005 -39.0  2.219119  0.023251   254   611  1882  1246 0
 0.444292  0.0  1.758343  0.023251   288   611  2051  1331 0
 0.337062  0.0  2.218729  0.023251   265   611  1938  1274 0
 0.309829 -38.0  2.217713  0.023251   255   611  1884  1247 0
 0.658811 -5.0  1.274331  0.023251   322   611  2221  1416 0
 0.439550 -3264.0  0.122573  0.009504  1157   611  6395  3503 0
 0.973805 -6.0  0.724790  0.023251   459   611  2905  1758 0
 0.839618 -5.0  0.630989  0.009504   750   611  4361  2486 0
 0.876150 -9.0  0.709805  0.023251   366   611  2443  1527 0
 0.857110 -4.0  0.699221  0.009504   645   611  3837  2224 0
 0.876059 -6.0  0.797183  0.009504   553   611  3377  1994 0
 0.398816 -3264.0  0.167100  0.009504  1291   611  7065  3838 0
 0.857654 -5.0  0.690559  0.009504   686   611  4041  2326 0
 0.831551 -4.0  0.626198  0.009504   874   611  4979  2795 0
 0.508271 -7.0  0.304287  0.009504  1037   611  5794  3202 0
 0.825333 -4.0  0.627877  0.009504   909   611  5156  2883 0
 0.426136 -3264.0  0.153745  0.009504  1198   611  6603  3607 0
 0.813183 -4.0  0.621449  0.009504   963   611  5425  3018 0
 0.868476 -5.0  0.804219  0.009504   576   611  3489  2050 0
 0.831528 -4.0  0.624541  0.009504   851   611  4867  2739 0
 0.724852 -6.0  0.995333  0.023251   344   611  2330  1470 0
 0.933697 -8.0  0.515982  0.023251   388   611  2552  1581 0
 0.414874 -3264.0  0.164392  0.009504  1241   611  6816  3713 0
 0.479632 -34.0  1.393193  0.023251   307   611  2148  1379 0
 0.920824 -6.0  0.754733  0.023251   488   611  3051  1831 0
 0.885999 -6.0  0.781603  0.023251   519   611  3204  1907 0
 0.277170 -4740.0  0.030739  0.009504  1378   611  7499  4055 0
 0.446572 -3264.0  0.121771  0.009504  1132   611  6271  3441 0
 0.789413 -4.0  0.598023  0.009504   986   611  5541  3076 0
 0.463564 -3264.0  0.107927  0.009504  1110   611  6160  3385 0
 0.310508 -39.0  2.218354  0.023251   254   613  1882  1247 0
 0.857110 -4.0  0.699220  0.009504   645   613  3837  2225 0
 0.831551 -4.0  0.626198  0.009504   873   613  4979  2796 0
 0.508271 -7.0  0.304287  0.009504  1036   613  5794  3203 0
 0.933712 -8.0  0.515965  0.023251   388   613  2552  1582 0
 0.973805 -6.0  0.724789  0.023251   458   613  2905  1759 0
 0.839618 -5.0  0.630989  0.009504   750   613  4361  2487 0
 0.857655 -5.0  0.690559  0.009504   686   613  4041  2327 0
 0.920825 -6.0  0.754733  0.023251   488   613  3051  1832 0
 0.825333 -4.0  0.627877  0.009504   909   613  5156  2884 0
 0.446574 -3264.0  0.121771  0.009504  1132   613  6271  3442 0
 0.831528 -4.0  0.624541  0.009504   851   613  4867  2740 0
 0.479944 -34.0  1.392690  0.023251   307   613  2148  1380 0
 0.885999 -6.0  0.781602  0.023251   518   613  3204  1908 0
 0.876212 -9.0  0.709733  0.023251   366   613  2443  1528 0
 0.414875 -3264.0  0.164392  0.009504  1241   613  6816  3714 0
 0.868476 -5.0  0.804218  0.009504   575   613  3489  2051 0
 0.876059 -6.0  0.797183  0.009504   553   613  3377  1995 0
 0.724998 -6.0  0.995124  0.023251   343   613  2330  1471 0
 0.789413 -4.0  0.598022  0.009504   986   613  5541  3077 0
 0.839115 -5.0  0.632213  0.009504   778   613  4503  2558 0
 0.813183 -4.0  0.621449  0.009504   962   613  5425  3019 0
 0.834350 -4.0  0.623053  0.009504   830   613  4763  2688 0
 0.659017 -5.0  1.274000  0.023251   322   613  2221  1417 0
 0.398817 -3264.0  0.167100  0.009504  1290   613  7065  3839 0
 0.461600 -3264.0  0.108709  0.009504  1093   613  6079  3346 0
 0.883010 -6.0  0.784527  0.013506   531   613  3267  1940 0
 0.277173 -4740.0  0.030739  0.009504  1377   613  7499  4056 0
 0.463566 -3264.0  0.107927  0.009504  1109   613  6160  3386 0
 0.439551 -3264.0  0.122573  0.009504  1156   613  6395  3504 0
 0.337212  0.0  2.218048  0.023251   265   613  1938  1275 0
 0.444500  0.0  1.757781  0.023251   288   613  2051  1332 0
 0.433617 -3264.0  0.143963  0.009504  1178   613  6504  3558 0
 0.817802 -4.0  0.627269  0.009504   940   613  5313  2963 0
 0.310329 -38.0  2.216952  0.023251   254   613  1884  1248 0
 0.426137 -3264.0  0.153745  0.009504  1198   613  6603  3608 0
 0.373502 -3264.0  0.160252  0.009504  1324   613  7233  3923 0
 0.839618 -5.0  0.630989  0.009504   749   615  4361  2488 0
 0.825333 -4.0  0.627876  0.009504   908   615  5156  2885 0
 0.373503 -3264.0  0.160252  0.009504  1324   615  7233  3924 0
 0.277177 -4740.0  0.030739  0.009504  1377   615  7499  4057 0
 0.883010 -6.0  0.784527  0.013506   530   615  3267  1941 0
 0.868477 -5.0  0.804218  0.009504   575   615  3489  2052 0
 0.439552 -3264.0  0.122572  0.009504  1156   615  6395  3505 0
 0.414876 -3264.0  0.164392  0.009504  1240   615  6816  3715 0
 0.839115 -5.0  0.632213  0.009504   778   615  4503  2559 0
 0.337360  0.0  2.217386  0.023251   265   615  1938  1276 0
 0.433617 -3264.0  0.143962  0.009504  1178   615  6504  3559 0
 0.444704  0.0  1.757235  0.023251   287   615  2051  1333 0
 0.463566 -3264.0  0.107927  0.009504  1109   615  6160  3387 0
 0.508271 -7.0  0.304287  0.009504  1036   615  5794  3204 0
 0.398818 -3264.0  0.167100  0.009504  1290   615  7065  3840 0
 0.446574 -3264.0  0.121771  0.009504  1131   615  6271  3443 0
 0.834350 -4.0  0.623053  0.009504   830   615  4763  2689 0
 0.310821 -38.0  2.216210  0.023251   254   615  1884  1249 0
 0.973806 -6.0  0.724789  0.023251   458   615  2905  1760 0
 0.857655 -5.0  0.690559  0.009504   685   615  4041  2328 0
 0.461601 -3264.0  0.108709  0.009504  1093   615  6079  3347 0
 0.659219 -5.0  1.273679  0.023251   321   615  2221  1418 0
 0.480252 -34.0  1.392201  0.023251   307   615  2148  1381 0
 0.885999 -6.0  0.781602  0.023251   518   615  3204  1909 0
 0.311003 -39.0  2.217611  0.023251   253   615  1882  1248 0
 0.725141 -6.0  0.994921  0.023251   343   615  2330  1472 0
 0.933728 -8.0  0.515949  0.023251   387   615  2552  1583 0
 0.831551 -4.0  0.626197  0.009504   873   615  4979  2797 0
 0.857111 -4.0  0.699220  0.009504   644   615  3837  2226 0
 0.813183 -4.0  0.621449  0.009504   962   615  5425  3020 0
 0.426137 -3264.0  0.153745  0.009504  1198   615  6603  3609 0
 0.789413 -4.0  0.598022  0.009504   985   615  5541  3078 0
 0.876273 -9.0  0.709664  0.023251   366   615  2443  1529 0
 0.920825 -6.0  0.754733  0.023251   487   615  3051  1833 0
 0.817802 -4.0  0.627268  0.009504   940   615  5313  2964 0
 0.831528 -4.0  0.624541  0.009504   850   615  4867  2741 0
 0.876059 -6.0  0.797183  0.009504   552   615  3377  1996 0
 0.725275 -6.0  0.994733  0.023251   343   617  2330  1473 0
 0.444894  0.0  1.756728  0.023251   287   617  2051  1334 0
 0.446574 -3264.0  0.121771  0.009504  1131   617  6271  3444 0
 0.439551 -3264.0  0.122572  0.009504  1156   617  6395  3506 0
 0.817802 -4.0  0.627268  0.009504   939   617  5313  2965 0
 0.463566 -3264.0  0.107927  0.009504  1109   617  6160  3388 0
 0.933742 -8.0  0.515933  0.023251   387   617  2552  1584 0
 0.883010 -6.0  0.784527  0.013506   530   617  3267  1942 0
 0.920825 -6.0  0.754732  0.023251   487   617  3051  1834 0
 0.839116 -5.0  0.632213  0.009504   777   617  4503  2560 0
 0.973806 -6.0  0.724789  0.023251   458   617  2905  1761 0
 0.813183 -4.0  0.621449  0.009504   962   617  5425  3021 0
 0.311467 -39.0  2.216921  0.023251   253   617  1882  1249 0
 0.857655 -5.0  0.690559  0.009504   685   617  4041  2329 0
 0.839618 -5.0  0.630989  0.009504   749   617  4361  2489 0
 0.426137 -3264.0  0.153745  0.009504  1197   617  6603  3610 0
 0.311286 -38.0  2.215523  0.023251   253   617  1884  1250 0
 0.857111 -4.0  0.699220  0.009504   644   617  3837  2227 0
 0.831551 -4.0  0.626197  0.009504   872   617  4979  2798 0
 0.831528 -4.0  0.624540  0.009504   850   617  4867  2742 0
 0.789413 -4.0  0.598022  0.009504   985   617  5541  3079 0
 0.868477 -5.0  0.804218  0.009504   574   617  3489  2053 0
 0.834350 -4.0  0.623053  0.009504   829   617  4763  2690 0
 0.277180 -4740.0  0.030739  0.009504  1376   617  7499  4058 0
 0.414875 -3264.0  0.164391  0.009504  1240   617  6816  3716 0
 0.508271 -7.0  0.304287  0.009504  1035   617  5794  3205 0
 0.885999 -6.0  0.781602  0.023251   517   617  3204  1910 0
 0.433617 -3264.0  0.143962  0.009504  1177   617  6504  3560 0
 0.480542 -34.0  1.391747  0.023251   306   617  2148  1382 0
 0.398818 -3264.0  0.167099  0.009504  1290   617  7065  3841 0
 0.461600 -3264.0  0.108709  0.009504  1092   617  6079  3348 0
 0.825333 -4.0  0.627876  0.009504   908   617  5156  2886 0
 0.876059 -6.0  0.797182  0.009504   552   617  3377  1997 0
 0.876329 -9.0  0.709599  0.023251   365   617  2443  1530 0
 0.373502 -3264.0  0.160252  0.009504  1323   617  7233  3925 0
 0.337501  0.0  2.216771  0.023251   264   617  1938  1277 0
 0.659409 -5.0  1.273380  0.023251   321   617  2221  1419 0
 0.883011 -6.0  0.784527  0.013506   530   619  3267  1943 0
 0.461599 -3264.0  0.108709  0.009504  1092   619  6079  3349 0
 0.933755 -8.0  0.515920  0.023251   387   619  2552  1585 0
 0.876380 -9.0  0.709542  0.023251   365   619  2443  1531 0
 0.813183 -4.0  0.621449  0.009504   961   619  5425  3022 0
 0.373501 -3264.0  0.160252  0.009504  1323   619  7233  3926 0
 0.277184 -4740.0  0.030739  0.009504  1376   619  7499  4059 0
 0.725394 -6.0  0.994567  0.023251   342   619  2330  1474 0
 0.920825 -6.0  0.754732  0.023251   486   619  3051  1835 0
 0.789413 -4.0  0.598022  0.009504   984   619  5541  3080 0
 0.446572 -3264.0  0.121771  0.009504  1130   619  6271  3445 0
 0.868477 -5.0  0.804218  0.009504   574   619  3489  2054 0
 0.876059 -6.0  0.797182  0.009504   552   619  3377  1998 0
 0.973806 -6.0  0.724789  0.023251   457   619  2905  1762 0
 0.445065  0.0  1.756282  0.023251   286   619  2051  1335 0
 0.831551 -4.0  0.626197  0.009504   872   619  4979  2799 0
 0.831528 -4.0  0.624540  0.009504   850   619  4867  2743 0
 0.857655 -5.0  0.690559  0.009504   684   619  4041  2330 0
 0.886000 -6.0  0.781602  0.023251   517   619  3204  1911 0
 0.463565 -3264.0  0.107927  0.009504  1108   619  6160  3389 0
 0.426136 -3264.0  0.153745  0.009504  1197   619  6603  3611 0
 0.480802 -34.0  1.391348  0.023251   306   619  2148  1383 0
 0.839618 -5.0  0.630989  0.009504   748   619  4361  2490 0
 0.439550 -3264.0  0.122572  0.009504  1155   619  6395  3507 0
 0.508272 -7.0  0.304286  0.009504  1035   619  5794  3206 0
 0.414874 -3264.0  0.164391  0.009504  1239   619  6816  3717 0
 0.857111 -4.0  0.699220  0.009504   644   619  3837  2228 0
 0.398816 -3264.0  0.167099  0.009504  1289   619  7065  3842 0
 0.825333 -4.0  0.627876  0.009504   907   619  5156  2887 0
 0.834351 -4.0  0.623052  0.009504   829   619  4763  2691 0
 0.337630  0.0  2.216230  0.023251   264   619  1938  1278 0
 0.817802 -4.0  0.627268  0.009504   939   619  5313  2966 0
 0.311704 -38.0  2.214917  0.023251   253   619  1884  1251 0
 0.839116 -5.0  0.632213  0.009504   777   619  4503  2561 0
 0.659578 -5.0  1.273118  0.023251   320   619  2221  1420 0
 0.311884 -39.0  2.216313  0.023251   253   619  1882  1250 0
 0.433616 -3264.0  0.143962  0.009504  1177   619  6504  3561 0
 0.825334 -4.0  0.627876  0.009504   907   621  5156  2888 0
 0.446571 -3264.0  0.121770  0.009504  1130   621  6271  3446 0
 0.463563 -3264.0  0.107927  0.009504  1108   621  6160  3390 0
 0.933765 -8.0  0.515908  0.023251   386   621  2552  1586 0
 0.920825 -6.0  0.754732  0.023251   486   621  3051  1836 0
 0.868477 -5.0  0.804218  0.009504   574   621  3489  2055 0
 0.883011 -6.0  0.784526  0.013506   529   621  3267  1944 0
 0.973806 -6.0  0.724788  0.023251   457   621  2905  1763 0
 0.885999 -6.0  0.781602  0.023251   517   621  3204  1912 0
 0.373500 -3264.0  0.160251  0.009504  1322   621  7233  3927 0
 0.857655 -5.0  0.690559  0.009504   684   621  4041  2331 0
 0.839618 -5.0  0.630988  0.009504   748   621  4361  2491 0
 0.508272 -7.0  0.304286  0.009504  1035   621  5794  3207 0
 0.426134 -3264.0  0.153745  0.009504  1196   621  6603  3612 0
 0.813183 -4.0  0.621449  0.009504   961   621  5425  3023 0
 0.481022 -34.0  1.391017  0.023251   305   621  2148  1384 0
 0.789413 -4.0  0.598022  0.009504   984   621  5541  3081 0
 0.277187 -4740.0  0.030739  0.009504  1376   621  7499  4060 0
 0.831552 -4.0  0.626197  0.009504   872   621  4979  2800 0
 0.817802 -4.0  0.627268  0.009504   938   621  5313  2967 0
 0.834351 -4.0  0.623052  0.009504   828   621  4763  2692 0
 0.414873 -3264.0  0.164391  0.009504  1239   621  6816  3718 0
 0.433614 -3264.0  0.143962  0.009504  1177   621  6504  3562 0
 0.398815 -3264.0  0.167099  0.009504  1289   621  7065  3843 0
 0.312062 -38.0  2.214414  0.023251   253   621  1884  1252 0
 0.312241 -38.0  2.215809  0.023251   252   621  1882  1251 0
 0.439549 -3264.0  0.122572  0.009504  1155   621  6395  3508 0
 0.725494 -6.0  0.994430  0.023251   342   621  2330  1475 0
 0.831528 -4.0  0.624540  0.009504   849   621  4867  2744 0
 0.445209  0.0  1.755913  0.023251   286   621  2051  1336 0
 0.857111 -4.0  0.699220  0.009504   643   621  3837  2229 0
 0.876060 -6.0  0.797182  0.009504   551   621  3377  1999 0
 0.876422 -9.0  0.709495  0.023251   364   621  2443  1532 0
 0.659721 -5.0  1.272901  0.023251   320   621  2221  1421 0
 0.839116 -5.0  0.632213  0.009504   776   621  4503  2562 0
 0.337743  0.0  2.215781  0.023251   263   621  1938  1279 0
 0.461598 -3264.0  0.108709  0.009504  1092   621  6079  3350 0
 0.461595 -3264.0  0.108708  0.009504  1091   623  6079  3351 0
 0.857655 -5.0  0.690559  0.009504   684   623  4041  2332 0
 0.508272 -7.0  0.304286  0.009504  1034   623  5794  3208 0
 0.312349 -38.0  2.214028  0.023251   252   623  1884  1253 0
 0.973806 -6.0  0.724788  0.023251   456   623  2905  1764 0
 0.876060 -6.0  0.797182  0.009504   551   623  3377  2000 0
 0.817802 -4.0  0.627268  0.009504   938   623  5313  2968 0
 0.426132 -3264.0  0.153745  0.009504  1196   623  6603  3613 0
 0.883011 -6.0  0.784526  0.013506   529   623  3267  1945 0
 0.868477 -5.0  0.804218  0.009504   573   623  3489  2056 0
 0.839116 -5.0  0.632213  0.009504   776   623  4503  2563 0
 0.659834 -5.0  1.272733  0.023251   320   623  2221  1422 0
 0.463560 -3264.0  0.107927  0.009504  1107   623  6160  3391 0
 0.312529 -38.0  2.215420  0.023251   252   623  1882  1252 0
 0.337836  0.0  2.215435  0.023251   263   623  1938  1280 0
 0.445324  0.0  1.755628  0.023251   286   623  2051  1337 0
 0.839618 -5.0  0.630988  0.009504   748   623  4361  2492 0
 0.920825 -6.0  0.754732  0.023251   486   623  3051  1837 0
 0.857111 -4.0  0.699220  0.009504   643   623  3837  2230 0
