max_cc cc_shift dlnA mstalta length start end center mode
 0.463623 -3264.0  0.107920  0.009504  1059   863  6160  3511 0
 0.857118 -4.0  0.699211  0.009504   595   863  3837  2350 0
 0.398869 -3264.0  0.167094  0.009504  1240   863  7065  3964 0
 0.494249 -34.0  1.364412  0.023512   257   863  2148  1505 0
 0.883020 -6.0  0.784516  0.013506   481   863  3267  2065 0
 0.446630 -3264.0  0.121764  0.009504  1082   863  6271  3567 0
 0.934573 -8.0  0.515030  0.023512   338   863  2552  1707 0
 0.839123 -5.0  0.632204  0.009504   728   863  4503  2683 0
 0.456648  0.0  1.726145  0.023512   238   863  2051  1457 0
 0.277374 -4740.0  0.030734  0.009504  1327   863  7499  4181 0
 0.461658 -3264.0  0.108702  0.009504  1043   863  6079  3471 0
 0.868486 -5.0  0.804208  0.009504   525   863  3489  2176 0
 0.439607 -3264.0  0.122566  0.009504  1106   863  6395  3629 0
 0.973818 -6.0  0.724776  0.023512   408   863  2905  1884 0
 0.825340 -4.0  0.627868  0.009504   859   863  5156  3009 0
 0.414927 -3264.0  0.164386  0.009504  1191   863  6816  3839 0
 0.426190 -3264.0  0.153739  0.009504  1148   863  6603  3733 0
 0.920835 -6.0  0.754721  0.023512   438   863  3051  1957 0
 0.834358 -4.0  0.623044  0.009504   780   863  4763  2813 0
 0.326228 -38.0  2.173717  0.023512   204   863  1884  1373 0
 0.831558 -4.0  0.626189  0.009504   823   863  4979  2921 0
 0.733139 -6.0  0.983565  0.023512   293   863  2330  1596 0
 0.886009 -6.0  0.781591  0.023512   468   863  3204  2033 0
 0.831535 -4.0  0.624532  0.009504   801   863  4867  2865 0
 0.670641 -5.0  1.255569  0.023512   272   863  2221  1542 0
 0.857662 -5.0  0.690550  0.009504   636   863  4041  2452 0
 0.839625 -5.0  0.630980  0.009504   700   863  4361  2612 0
 0.879620 -9.0  0.705782  0.023512   316   865  2443  1654 0
 0.831535 -4.0  0.624532  0.009504   800   865  4867  2866 0
 0.857662 -5.0  0.690550  0.009504   635   865  4041  2453 0
 0.831558 -4.0  0.626189  0.009504   823   865  4979  2922 0
 0.461656 -3264.0  0.108702  0.009504  1043   865  6079  3472 0
 0.973818 -6.0  0.724776  0.023512   408   865  2905  1885 0
 0.456664  0.0  1.726108  0.023512   237   865  2051  1458 0
 0.934574 -8.0  0.515029  0.023512   337   865  2552  1708 0
 0.920835 -6.0  0.754721  0.023512   437   865  3051  1958 0
 0.463621 -3264.0  0.107920  0.009504  1059   865  6160  3512 0
 0.733146 -6.0  0.983552  0.023512   293   865  2330  1597 0
 0.839625 -5.0  0.630980  0.009504   699   865  4361  2613 0
 0.825340 -4.0  0.627868  0.009504   858   865  5156  3010 0
 0.326504 -39.0  2.174916  0.023512   203   865  1882  1373 0
 0.789420 -4.0  0.598014  0.009504   935   865  5541  3203 0
 0.813190 -4.0  0.621441  0.009504   912   865  5425  3145 0
 0.277381 -4740.0  0.030734  0.009504  1327   865  7499  4182 0
 0.446627 -3264.0  0.121764  0.009504  1081   865  6271  3568 0
 0.817809 -4.0  0.627260  0.009504   890   865  5313  3089 0
 0.433668 -3264.0  0.143956  0.009504  1128   865  6504  3684 0
 0.398867 -3264.0  0.167094  0.009504  1240   865  7065  3965 0
 0.839123 -5.0  0.632204  0.009504   728   865  4503  2684 0
 0.326231 -38.0  2.173666  0.023512   204   865  1884  1374 0
 0.883020 -6.0  0.784516  0.013506   480   865  3267  2066 0
 0.439604 -3264.0  0.122566  0.009504  1106   865  6395  3630 0
 0.426188 -3264.0  0.153739  0.009504  1148   865  6603  3734 0
 0.670651 -5.0  1.255548  0.023512   271   865  2221  1543 0
 0.414925 -3264.0  0.164386  0.009504  1190   865  6816  3840 0
 0.346349  0.0  2.179541  0.023512   215   865  1938  1401 0
 0.868486 -5.0  0.804208  0.009504   525   865  3489  2177 0
 0.876068 -6.0  0.797172  0.009504   502   865  3377  2121 0
 0.494257 -34.0  1.364379  0.023512   257   865  2148  1506 0
 0.857118 -4.0  0.699211  0.009504   594   865  3837  2351 0
 0.886009 -6.0  0.781591  0.023512   468   865  3204  2034 0
 0.508276 -7.0  0.304279  0.009504   986   865  5794  3329 0
 0.834357 -4.0  0.623044  0.009504   780   865  4763  2814 0
 0.373550 -3264.0  0.160246  0.009504  1274   865  7233  4049 0
 0.839123 -5.0  0.632204  0.009504   727   867  4503  2685 0
 0.463618 -3264.0  0.107920  0.009504  1059   867  6160  3513 0
 0.973818 -6.0  0.724776  0.023512   408   867  2905  1886 0
 0.839625 -5.0  0.630980  0.009504   699   867  4361  2614 0
 0.326520 -39.0  2.174856  0.023512   203   867  1882  1374 0
 0.346358  0.0  2.179488  0.023512   214   867  1938  1402 0
 0.446624 -3264.0  0.121764  0.009504  1081   867  6271  3569 0
 0.373548 -3264.0  0.160246  0.009504  1273   867  7233  4050 0
 0.326243 -38.0  2.173607  0.023512   203   867  1884  1375 0
 0.831558 -4.0  0.626189  0.009504   822   867  4979  2923 0
 0.886009 -6.0  0.781591  0.023512   467   867  3204  2035 0
 0.876069 -6.0  0.797172  0.009504   502   867  3377  2122 0
 0.831535 -4.0  0.624532  0.009504   800   867  4867  2867 0
 0.426185 -3264.0  0.153739  0.009504  1147   867  6603  3735 0
 0.857662 -5.0  0.690550  0.009504   635   867  4041  2454 0
 0.433666 -3264.0  0.143956  0.009504  1127   867  6504  3685 0
 0.834358 -4.0  0.623044  0.009504   779   867  4763  2815 0
 0.733155 -6.0  0.983536  0.023512   293   867  2330  1598 0
 0.934575 -8.0  0.515028  0.023512   337   867  2552  1709 0
 0.456679  0.0  1.726066  0.023512   237   867  2051  1459 0
 0.813190 -4.0  0.621441  0.009504   912   867  5425  3146 0
 0.883020 -6.0  0.784516  0.013506   480   867  3267  2067 0
 0.868486 -5.0  0.804208  0.009504   524   867  3489  2178 0
 0.920835 -6.0  0.754721  0.023512   437   867  3051  1959 0
 0.670663 -5.0  1.255524  0.023512   271   867  2221  1544 0
 0.879624 -9.0  0.705777  0.023512   315   867  2443  1655 0
 0.817809 -4.0  0.627260  0.009504   889   867  5313  3090 0
 0.439602 -3264.0  0.122566  0.009504  1106   867  6395  3631 0
 0.398864 -3264.0  0.167094  0.009504  1240   867  7065  3966 0
 0.277389 -4740.0  0.030734  0.009504  1326   867  7499  4183 0
 0.789420 -4.0  0.598014  0.009504   935   867  5541  3204 0
 0.857118 -4.0  0.699211  0.009504   594   867  3837  2352 0
 0.508276 -7.0  0.304278  0.009504   985   867  5794  3330 0
 0.825340 -4.0  0.627868  0.009504   858   867  5156  3011 0
 0.414922 -3264.0  0.164386  0.009504  1190   867  6816  3841 0
 0.494269 -34.0  1.364341  0.023512   256   867  2148  1507 0
 0.461653 -3264.0  0.108702  0.009504  1042   867  6079  3473 0
 0.463614 -3264.0  0.107920  0.009504  1058   869  6160  3514 0
 0.839625 -5.0  0.630980  0.009504   698   869  4361  2615 0
 0.494286 -34.0  1.364300  0.023512   256   869  2148  1508 0
 0.398861 -3264.0  0.167094  0.009504  1239   869  7065  3967 0
 0.831535 -4.0  0.624532  0.009504   800   869  4867  2868 0
 0.461649 -3264.0  0.108702  0.009504  1042   869  6079  3474 0
 0.373545 -3264.0  0.160246  0.009504  1273   869  7233  4051 0
 0.813190 -4.0  0.621441  0.009504   911   869  5425  3147 0
 0.789420 -4.0  0.598014  0.009504   934   869  5541  3205 0
 0.883020 -6.0  0.784516  0.013506   480   869  3267  2068 0
 0.346360  0.0  2.179432  0.023512   214   869  1938  1403 0
 0.857662 -5.0  0.690550  0.009504   634   869  4041  2455 0
 0.446621 -3264.0  0.121764  0.009504  1080   869  6271  3570 0
 0.839123 -5.0  0.632204  0.009504   727   869  4503  2686 0
 0.414919 -3264.0  0.164386  0.009504  1189   869  6816  3842 0
 0.973818 -6.0  0.724776  0.023512   407   869  2905  1887 0
 0.868486 -5.0  0.804208  0.009504   524   869  3489  2179 0
 0.508275 -7.0  0.304278  0.009504   985   869  5794  3331 0
 0.326265 -38.0  2.173543  0.023512   203   869  1884  1376 0
 0.670674 -5.0  1.255497  0.023512   270   869  2221  1545 0
 0.876069 -6.0  0.797172  0.009504   502   869  3377  2123 0
 0.326546 -39.0  2.174793  0.023512   203   869  1882  1375 0
 0.426182 -3264.0  0.153739  0.009504  1147   869  6603  3736 0
 0.825340 -4.0  0.627868  0.009504   857   869  5156  3012 0
 0.857118 -4.0  0.699211  0.009504   594   869  3837  2353 0
 0.934576 -8.0  0.515026  0.023512   337   869  2552  1710 0
 0.879627 -9.0  0.705771  0.023512   315   869  2443  1656 0
 0.733164 -6.0  0.983520  0.023512   292   869  2330  1599 0
 0.920835 -6.0  0.754721  0.023512   436   869  3051  1960 0
 0.817809 -4.0  0.627260  0.009504   889   869  5313  3091 0
 0.456691  0.0  1.726020  0.023512   236   869  2051  1460 0
 0.439598 -3264.0  0.122566  0.009504  1105   869  6395  3632 0
 0.886009 -6.0  0.781591  0.023512   467   869  3204  2036 0
 0.277396 -4740.0  0.030734  0.009504  1326   869  7499  4184 0
 0.831558 -4.0  0.626189  0.009504   822   869  4979  2924 0
 0.433663 -3264.0  0.143956  0.009504  1127   869  6504  3686 0
 0.834358 -4.0  0.623044  0.009504   779   869  4763  2816 0
 0.886009 -6.0  0.781591  0.023512   467   871  3204  2037 0
 0.433659 -3264.0  0.143956  0.009504  1127   871  6504  3687 0
 0.857118 -4.0  0.699211  0.009504   593   871  3837  2354 0
 0.868486 -5.0  0.804208  0.009504   524   871  3489  2180 0
 0.346356  0.0  2.179376  0.023512   213   871  1938  1404 0
 0.834358 -4.0  0.623044  0.009504   778   871  4763  2817 0
 0.326295 -38.0  2.173480  0.023512   203   871  1884  1377 0
 0.414916 -3264.0  0.164386  0.009504  1189   871  6816  3843 0
 0.439595 -3264.0  0.122566  0.009504  1105   871  6395  3633 0
 0.817809 -4.0  0.627260  0.009504   888   871  5313  3092 0
 0.825340 -4.0  0.627868  0.009504   857   871  5156  3013 0
 0.857662 -5.0  0.690550  0.009504   634   871  4041  2456 0
 0.461646 -3264.0  0.108702  0.009504  1042   871  6079  3475 0
 0.831558 -4.0  0.626189  0.009504   822   871  4979  2925 0
 0.733172 -6.0  0.983503  0.023512   292   871  2330  1600 0
 0.934577 -8.0  0.515025  0.023512   336   871  2552  1711 0
 0.398857 -3264.0  0.167094  0.009504  1239   871  7065  3968 0
 0.446617 -3264.0  0.121764  0.009504  1080   871  6271  3571 0
 0.326580 -39.0  2.174729  0.023512   202   871  1882  1376 0
 0.456700  0.0  1.725972  0.023512   236   871  2051  1461 0
 0.920835 -6.0  0.754721  0.023512   436   871  3051  1961 0
 0.463611 -3264.0  0.107920  0.009504  1058   871  6160  3515 0
 0.883020 -6.0  0.784516  0.013506   479   871  3267  2069 0
 0.831535 -4.0  0.624532  0.009504   799   871  4867  2869 0
 0.973818 -6.0  0.724776  0.023512   407   871  2905  1888 0
 0.879631 -9.0  0.705765  0.023512   314   871  2443  1657 0
 0.426178 -3264.0  0.153739  0.009504  1146   871  6603  3737 0
 0.508275 -7.0  0.304278  0.009504   985   871  5794  3332 0
 0.813190 -4.0  0.621441  0.009504   911   871  5425  3148 0
 0.277403 -4740.0  0.030734  0.009504  1326   871  7499  4185 0
 0.839625 -5.0  0.630980  0.009504   698   871  4361  2616 0
 0.789420 -4.0  0.598014  0.009504   934   871  5541  3206 0
 0.373541 -3264.0  0.160246  0.009504  1272   871  7233  4052 0
 0.670684 -5.0  1.255470  0.023512   270   871  2221  1546 0
 0.494305 -34.0  1.364258  0.023512   255   871  2148  1509 0
 0.876068 -6.0  0.797172  0.009504   501   871  3377  2124 0
 0.839123 -5.0  0.632204  0.009504   726   871  4503  2687 0
 0.494326 -34.0  1.364217  0.023512   255   873  2148  1510 0
 0.508275 -7.0  0.304278  0.009504   984   873  5794  3333 0
 0.277409 -4740.0  0.030734  0.009504  1325   873  7499  4186 0
 0.839625 -5.0  0.630980  0.009504   698   873  4361  2617 0
 0.326619 -39.0  2.174668  0.023512   202   873  1882  1377 0
 0.886009 -6.0  0.781591  0.023512   466   873  3204  2038 0
 0.670694 -5.0  1.255443  0.023512   270   873  2221  1547 0
 0.857662 -5.0  0.690550  0.009504   634   873  4041  2457 0
 0.426175 -3264.0  0.153739  0.009504  1146   873  6603  3738 0
 0.456705  0.0  1.725927  0.023512   236   873  2051  1462 0
 0.831558 -4.0  0.626189  0.009504   821   873  4979  2926 0
 0.825340 -4.0  0.627868  0.009504   857   873  5156  3014 0
 0.813190 -4.0  0.621441  0.009504   910   873  5425  3149 0
 0.831535 -4.0  0.624532  0.009504   799   873  4867  2870 0
 0.463606 -3264.0  0.107920  0.009504  1057   873  6160  3516 0
 0.326332 -38.0  2.173419  0.023512   202   873  1884  1378 0
 0.446613 -3264.0  0.121764  0.009504  1080   873  6271  3572 0
 0.876068 -6.0  0.797172  0.009504   501   873  3377  2125 0
 0.973818 -6.0  0.724776  0.023512   406   873  2905  1889 0
 0.817809 -4.0  0.627260  0.009504   888   873  5313  3093 0
 0.433655 -3264.0  0.143956  0.009504  1126   873  6504  3688 0
 0.789420 -4.0  0.598014  0.009504   934   873  5541  3207 0
 0.868486 -5.0  0.804208  0.009504   523   873  3489  2181 0
 0.883020 -6.0  0.784516  0.013506   479   873  3267  2070 0
 0.461641 -3264.0  0.108702  0.009504  1041   873  6079  3476 0
 0.373538 -3264.0  0.160246  0.009504  1272   873  7233  4053 0
 0.439591 -3264.0  0.122566  0.009504  1104   873  6395  3634 0
 0.733180 -6.0  0.983486  0.023512   291   873  2330  1601 0
 0.398854 -3264.0  0.167094  0.009504  1238   873  7065  3969 0
 0.346345  0.0  2.179322  0.023512   213   873  1938  1405 0
 0.834358 -4.0  0.623044  0.009504   778   873  4763  2818 0
 0.857118 -4.0  0.699211  0.009504   593   873  3837  2355 0
 0.414912 -3264.0  0.164386  0.009504  1189   873  6816  3844 0
 0.920835 -6.0  0.754721  0.023512   436   873  3051  1962 0
 0.879635 -9.0  0.705759  0.023512   314   873  2443  1658 0
 0.934578 -8.0  0.515024  0.023512   336   873  2552  1712 0
 0.839123 -5.0  0.632204  0.009504   726   873  4503  2688 0
 0.433651 -3264.0  0.143956  0.009504  1126   875  6504  3689 0
 0.494348 -34.0  1.364178  0.023512   255   875  2148  1511 0
 0.831535 -4.0  0.624532  0.009504   798   875  4867  2871 0
 0.439586 -3264.0  0.122566  0.009504  1104   875  6395  3635 0
 0.277415 -4740.0  0.030734  0.009504  1325   875  7499  4187 0
 0.508275 -7.0  0.304278  0.009504   984   875  5794  3334 0
 0.373534 -3264.0  0.160246  0.009504  1272   875  7233  4054 0
 0.886009 -6.0  0.781591  0.023512   466   875  3204  2039 0
 0.346327  0.0  2.179275  0.023512   213   875  1938  1406 0
 0.934579 -8.0  0.515022  0.023512   335   875  2552  1713 0
 0.326662 -39.0  2.174614  0.023512   201   875  1882  1378 0
 0.868486 -5.0  0.804208  0.009504   523   875  3489  2182 0
 0.839625 -5.0  0.630980  0.009504   697   875  4361  2618 0
 0.857662 -5.0  0.690550  0.009504   633   875  4041  2458 0
 0.879639 -9.0  0.705754  0.023512   314   875  2443  1659 0
 0.876069 -6.0  0.797172  0.009504   500   875  3377  2126 0
 0.326373 -38.0  2.173365  0.023512   202   875  1884  1379 0
 0.733187 -6.0  0.983470  0.023512   291   875  2330  1602 0
 0.973818 -6.0  0.724776  0.023512   406   875  2905  1890 0
 0.883020 -6.0  0.784516  0.013506   478   875  3267  2071 0
 0.456707  0.0  1.725885  0.023512   235   875  2051  1463 0
 0.463602 -3264.0  0.107920  0.009504  1057   875  6160  3517 0
 0.831558 -4.0  0.626189  0.009504   821   875  4979  2927 0
 0.461637 -3264.0  0.108702  0.009504  1041   875  6079  3477 0
 0.839123 -5.0  0.632204  0.009504   726   875  4503  2689 0
 0.426171 -3264.0  0.153739  0.009504  1146   875  6603  3739 0
 0.920835 -6.0  0.754721  0.023512   435   875  3051  1963 0
 0.414908 -3264.0  0.164386  0.009504  1188   875  6816  3845 0
 0.825340 -4.0  0.627868  0.009504   856   875  5156  3015 0
 0.398850 -3264.0  0.167094  0.009504  1238   875  7065  3970 0
 0.813190 -4.0  0.621441  0.009504   910   875  5425  3150 0
 0.817809 -4.0  0.627260  0.009504   888   875  5313  3094 0
 0.834358 -4.0  0.623044  0.009504   778   875  4763  2819 0
 0.670702 -5.0  1.255418  0.023512   269   875  2221  1548 0
 0.789420 -4.0  0.598014  0.009504   933   875  5541  3208 0
 0.446609 -3264.0  0.121764  0.009504  1079   875  6271  3573 0
 0.857118 -4.0  0.699211  0.009504   592   875  3837  2356 0
 0.857662 -5.0  0.690550  0.009504   633   877  4041  2459 0
 0.839625 -5.0  0.630980  0.009504   697   877  4361  2619 0
 0.456705  0.0  1.725847  0.023517   235   877  2051  1464 0
 0.813190 -4.0  0.621441  0.009504   910   877  5425  3151 0
 0.789420 -4.0  0.598014  0.009504   933   877  5541  3209 0
 0.463598 -3264.0  0.107920  0.009504  1057   877  6160  3518 0
 0.446605 -3264.0  0.121764  0.009504  1079   877  6271  3574 0
 0.831535 -4.0  0.624532  0.009504   798   877  4867  2872 0
 0.398846 -3264.0  0.167094  0.009504  1238   877  7065  3971 0
 0.973818 -6.0  0.724776  0.023517   406   877  2905  1891 0
 0.825340 -4.0  0.627868  0.009504   856   877  5156  3016 0
 0.277419 -4740.0  0.030734  0.009504  1324   877  7499  4188 0
 0.733194 -6.0  0.983456  0.023517   291   877  2330  1603 0
 0.883020 -6.0  0.784516  0.013506   478   877  3267  2072 0
 0.886009 -6.0  0.781591  0.023517   465   877  3204  2040 0
 0.326415 -38.0  2.173319  0.023517   201   877  1884  1380 0
 0.373530 -3264.0  0.160246  0.009504  1271   877  7233  4055 0
 0.494370 -34.0  1.364144  0.023517   254   877  2148  1512 0
 0.433647 -3264.0  0.143956  0.009504  1125   877  6504  3690 0
 0.326705 -39.0  2.174568  0.023517   201   877  1882  1379 0
 0.831558 -4.0  0.626189  0.009504   820   877  4979  2928 0
 0.839123 -5.0  0.632204  0.009504   725   877  4503  2690 0
 0.508275 -7.0  0.304278  0.009504   983   877  5794  3335 0
 0.879642 -9.0  0.705749  0.023517   313   877  2443  1660 0
 0.439582 -3264.0  0.122566  0.009504  1104   877  6395  3636 0
 0.934580 -8.0  0.515021  0.023517   335   877  2552  1714 0
 0.920836 -6.0  0.754721  0.023517   435   877  3051  1964 0
 0.876068 -6.0  0.797172  0.009504   500   877  3377  2127 0
 0.834358 -4.0  0.623044  0.009504   777   877  4763  2820 0
 0.817809 -4.0  0.627260  0.009504   887   877  5313  3095 0
 0.414904 -3264.0  0.164386  0.009504  1188   877  6816  3846 0
 0.346306  0.0  2.179234  0.023517   212   877  1938  1407 0
 0.461633 -3264.0  0.108702  0.009504  1040   877  6079  3478 0
 0.868486 -5.0  0.804208  0.009504   522   877  3489  2183 0
 0.857118 -4.0  0.699211  0.009504   592   877  3837  2357 0
 0.426167 -3264.0  0.153739  0.009504  1145   877  6603  3740 0
 0.670709 -5.0  1.255396  0.023517   269   877  2221  1549 0
 0.825340 -4.0  0.627868  0.009504   855   879  5156  3017 0
 0.373526 -3264.0  0.160246  0.009504  1271   879  7233  4056 0
 0.277422 -4740.0  0.030734  0.009504  1324   879  7499  4189 0
 0.839625 -5.0  0.630980  0.009504   696   879  4361  2620 0
 0.446601 -3264.0  0.121764  0.009504  1078   879  6271  3575 0
 0.834357 -4.0  0.623044  0.009504   777   879  4763  2821 0
 0.326746 -39.0  2.174531  0.023531   201   879  1882  1380 0
 0.346281  0.0  2.179201  0.023531   212   879  1938  1408 0
 0.414900 -3264.0  0.164386  0.009504  1187   879  6816  3847 0
 0.733199 -6.0  0.983444  0.023531   290   879  2330  1604 0
 0.879645 -9.0  0.705745  0.023531   313   879  2443  1661 0
 0.934580 -8.0  0.515020  0.023531   335   879  2552  1715 0
 0.439578 -3264.0  0.122566  0.009504  1103   879  6395  3637 0
 0.920836 -6.0  0.754721  0.023531   434   879  3051  1965 0
 0.817809 -4.0  0.627260  0.009504   887   879  5313  3096 0
 0.789420 -4.0  0.598014  0.009504   932   879  5541  3210 0
 0.456700  0.0  1.725816  0.023531   234   879  2051  1465 0
 0.508275 -7.0  0.304278  0.009504   983   879  5794  3336 0
 0.883020 -6.0  0.784516  0.013506   478   879  3267  2073 0
 0.670714 -5.0  1.255377  0.023531   268   879  2221  1550 0
 0.433643 -3264.0  0.143956  0.009504  1125   879  6504  3691 0
 0.831535 -4.0  0.624532  0.009504   798   879  4867  2873 0
 0.813190 -4.0  0.621441  0.009504   909   879  5425  3152 0
 0.463594 -3264.0  0.107920  0.009504  1056   879  6160  3519 0
 0.831558 -4.0  0.626189  0.009504   820   879  4979  2929 0
 0.857662 -5.0  0.690550  0.009504   632   879  4041  2460 0
 0.398842 -3264.0  0.167094  0.009504  1237   879  7065  3972 0
 0.857118 -4.0  0.699211  0.009504   592   879  3837  2358 0
 0.461629 -3264.0  0.108702  0.009504  1040   879  6079  3479 0
 0.494391 -34.0  1.364114  0.023531   254   879  2148  1513 0
 0.876068 -6.0  0.797172  0.009504   500   879  3377  2128 0
 0.886009 -6.0  0.781591  0.023531   465   879  3204  2041 0
 0.426163 -3264.0  0.153739  0.009504  1145   879  6603  3741 0
 0.868486 -5.0  0.804208  0.009504   522   879  3489  2184 0
 0.839123 -5.0  0.632204  0.009504   725   879  4503  2691 0
 0.326455 -38.0  2.173282  0.023531   201   879  1884  1381 0
 0.973818 -6.0  0.724776  0.023531   405   879  2905  1892 0
 0.886009 -6.0  0.781591  0.023552   465   881  3204  2042 0
 0.414897 -3264.0  0.164386  0.009504  1187   881  6816  3848 0
 0.433639 -3264.0  0.143956  0.009504  1125   881  6504  3692 0
 0.508275 -7.0  0.304278  0.009504   983   881  5794  3337 0
 0.461625 -3264.0  0.108702  0.009504  1040   881  6079  3480 0
 0.817809 -4.0  0.627260  0.009504   886   881  5313  3097 0
 0.834357 -4.0  0.623044  0.009504   776   881  4763  2822 0
 0.825340 -4.0  0.627868  0.009504   855   881  5156  3018 0
 0.831535 -4.0  0.624532  0.009504   797   881  4867  2874 0
 0.463590 -3264.0  0.107920  0.009504  1056   881  6160  3520 0
 0.733203 -6.0  0.983434  0.023552   290   881  2330  1605 0
 0.439575 -3264.0  0.122566  0.009504  1103   881  6395  3638 0
 0.456693  0.0  1.725790  0.023552   234   881  2051  1466 0
 0.839625 -5.0  0.630980  0.009504   696   881  4361  2621 0
 0.373523 -3264.0  0.160246  0.009504  1270   881  7233  4057 0
 0.879647 -9.0  0.705742  0.023552   312   881  2443  1662 0
 0.494410 -34.0  1.364089  0.023552   253   881  2148  1514 0
 0.831558 -4.0  0.626189  0.009504   820   881  4979  2930 0
 0.883020 -6.0  0.784516  0.013506   477   881  3267  2074 0
 0.973818 -6.0  0.724776  0.023552   405   881  2905  1893 0
 0.789420 -4.0  0.598014  0.009504   932   881  5541  3211 0
 0.857118 -4.0  0.699211  0.009504   591   881  3837  2359 0
 0.326783 -39.0  2.174503  0.023552   200   881  1882  1381 0
 0.426159 -3264.0  0.153739  0.009504  1144   881  6603  3742 0
 0.857662 -5.0  0.690550  0.009504   632   881  4041  2461 0
 0.876069 -6.0  0.797172  0.009504   499   881  3377  2129 0
 0.277424 -4740.0  0.030734  0.009504  1324   881  7499  4190 0
 0.934581 -8.0  0.515020  0.023552   334   881  2552  1716 0
 0.346255  0.0  2.179177  0.023552   211   881  1938  1409 0
 0.920836 -6.0  0.754721  0.023552   434   881  3051  1966 0
 0.326493 -38.0  2.173254  0.023552   201   881  1884  1382 0
 0.446597 -3264.0  0.121764  0.009504  1078   881  6271  3576 0
 0.398839 -3264.0  0.167094  0.009504  1237   881  7065  3973 0
 0.839123 -5.0  0.632204  0.009504   724   881  4503  2692 0
 0.868486 -5.0  0.804208  0.009504   522   881  3489  2185 0
 0.813190 -4.0  0.621441  0.009504   909   881  5425  3153 0
 0.670717 -5.0  1.255360  0.023552   268   881  2221  1551 0
 0.831535 -4.0  0.624532  0.009504   797   883  4867  2875 0
 0.463586 -3264.0  0.107920  0.009504  1055   883  6160  3521 0
 0.446594 -3264.0  0.121764  0.009504  1078   883  6271  3577 0
 0.433636 -3264.0  0.143956  0.009504  1124   883  6504  3693 0
 0.456686  0.0  1.725769  0.023580   234   883  2051  1467 0
 0.868486 -5.0  0.804208  0.009504   521   883  3489  2186 0
 0.414894 -3264.0  0.164386  0.009504  1187   883  6816  3849 0
 0.398836 -3264.0  0.167094  0.009504  1236   883  7065  3974 0
 0.883020 -6.0  0.784516  0.013506   477   883  3267  2075 0
 0.326815 -39.0  2.174483  0.023580   200   883  1882  1382 0
 0.461621 -3264.0  0.108702  0.009504  1039   883  6079  3481 0
 0.277425 -4740.0  0.030734  0.009504  1323   883  7499  4191 0
 0.326525 -38.0  2.173235  0.023580   200   883  1884  1383 0
 0.876069 -6.0  0.797172  0.009504   499   883  3377  2130 0
 0.834358 -4.0  0.623044  0.009504   776   883  4763  2823 0
 0.817809 -4.0  0.627260  0.009504   886   883  5313  3098 0
 0.879649 -9.0  0.705739  0.023580   312   883  2443  1663 0
 0.839123 -5.0  0.632204  0.009504   724   883  4503  2693 0
 0.508275 -7.0  0.304278  0.009504   982   883  5794  3338 0
 0.857118 -4.0  0.699211  0.009504   591   883  3837  2360 0
 0.426156 -3264.0  0.153739  0.009504  1144   883  6603  3743 0
 0.934582 -8.0  0.515019  0.023580   334   883  2552  1717 0
 0.920836 -6.0  0.754721  0.023580   434   883  3051  1967 0
 0.839625 -5.0  0.630980  0.009504   696   883  4361  2622 0
 0.886009 -6.0  0.781591  0.023580   464   883  3204  2043 0
 0.670720 -5.0  1.255347  0.023580   268   883  2221  1552 0
 0.346230  0.0  2.179160  0.023580   211   883  1938  1410 0
 0.373520 -3264.0  0.160246  0.009504  1270   883  7233  4058 0
 0.825340 -4.0  0.627868  0.009504   855   883  5156  3019 0
 0.494426 -34.0  1.364069  0.023580   253   883  2148  1515 0
 0.733206 -6.0  0.983425  0.023580   289   883  2330  1606 0
 0.857662 -5.0  0.690550  0.009504   632   883  4041  2462 0
 0.831558 -4.0  0.626189  0.009504   819   883  4979  2931 0
 0.439571 -3264.0  0.122566  0.009504  1102   883  6395  3639 0
 0.789420 -4.0  0.598014  0.009504   932   883  5541  3212 0
 0.813190 -4.0  0.621441  0.009504   908   883  5425  3154 0
 0.973818 -6.0  0.724776  0.023580   404   883  2905  1894 0
 0.789420 -4.0  0.598014  0.009504   931   885  5541  3213 0
 0.831558 -4.0  0.626189  0.009504   819   885  4979  2932 0
 0.456678  0.0  1.725754  0.023615   233   885  2051  1468 0
 0.813190 -4.0  0.621440  0.009504   908   885  5425  3155 0
 0.463583 -3264.0  0.107920  0.009504  1055   885  6160  3522 0
 0.825340 -4.0  0.627868  0.009504   854   885  5156  3020 0
 0.326552 -38.0  2.173222  0.023615   200   885  1884  1384 0
 0.834358 -4.0  0.623044  0.009504   776   885  4763  2824 0
 0.920835 -6.0  0.754721  0.023615   433   885  3051  1968 0
 0.733209 -6.0  0.983418  0.023615   289   885  2330  1607 0
 0.461618 -3264.0  0.108702  0.009504  1039   885  6079  3482 0
 0.326840 -39.0  2.174470  0.023615   199   885  1882  1383 0
 0.398833 -3264.0  0.167094  0.009504  1236   885  7065  3975 0
 0.426153 -3264.0  0.153739  0.009504  1144   885  6603  3744 0
 0.508275 -7.0  0.304278  0.009504   982   885  5794  3339 0
 0.373517 -3264.0  0.160246  0.009504  1270   885  7233  4059 0
 0.934582 -8.0  0.515018  0.023615   333   885  2552  1718 0
 0.439568 -3264.0  0.122566  0.009504  1102   885  6395  3640 0
 0.414891 -3264.0  0.164386  0.009504  1186   885  6816  3850 0
 0.883020 -6.0  0.784516  0.013506   476   885  3267  2076 0
