texnet2022vlcs 2022-11-01T22:07:40.101887Z -104.2754259 31.60862229 8.008251953 0.5721770533
texnet2022vumz 2022-11-07T01:31:32.293806Z -104.4855936 31.6727786 6.131567382999999 0.8837576068
texnet2022wvoo 2022-11-21T20:59:39.137824Z -104.5207467 31.71457467 3.997802734 -0.3290633487
texnet2022vrhg 2022-11-05T07:13:55.610553Z -104.5321815 31.67496394 6.0544433589999995 0.4617734559
texnet2022wqii 2022-11-19T00:10:27.364212Z -103.9625788 31.2878025 80.76191406 1.584678241
texnet2022vppc 2022-11-04T08:55:46.001935Z -104.4966446 31.67430747 3.997802734 -0.1010634202
texnet2022xgqo 2022-11-27T22:30:39.384675Z -104.3490728 31.66610193 5.334619141 0.7002781028
texnet2022xejp 2022-11-26T16:43:10.480143Z -104.4084309 31.68227086 4.306298828 0.7390400494
texnet2022xgrt 2022-11-27T23:06:14.172133Z -103.983708 31.63403802 5.154663085999999 1.224160002
texnet2022vkfn 2022-11-01T10:24:07.965066Z -104.3538488 31.7212239 4.614794922 0.1195531082
texnet2022xkgx 2022-11-29T22:10:45.473391Z -104.5148559 31.71783553 5.797363281 1.459317753
texnet2022xeik 2022-11-26T16:07:26.028338Z -104.4048962 31.67838749 5.771655273 3.11569371
texnet2022xgpk 2022-11-27T21:55:20.887882Z -104.1118633 31.60391003 6.157275391 1.000194391
texnet2022xkeg 2022-11-29T20:50:27.033734Z -104.3275654 31.66898916 4.203466797 0.2307422411
texnet2022xekt 2022-11-26T17:17:53.672061Z -103.9857995 31.62070295 6.131567382999999 1.700719199
texnet2022wfhw 2022-11-12T23:26:06.740020Z -104.1475587 31.54906091 7.237011719 0.7446412374
texnet2022wdps 2022-11-12T01:07:32.209824Z -104.5407555 31.67122233 -0.5268066406 -0.7485829257
texnet2022wfkl 2022-11-13T00:44:43.206409Z -104.4740363 31.67446953 6.157275391 0.1530423114
texnet2022wspi 2022-11-20T05:58:16.236043Z -104.4955865 31.67615352 6.465771484 0.9247418448
texnet2022vwwa 2022-11-08T08:22:06.640852Z -104.2026923 31.6705904 7.905419922 0.386855664
texnet2022wamj 2022-11-10T08:02:26.131763Z -104.1348443 31.62334244 6.131567382999999 0.9857017549
texnet2022xlca 2022-11-30T08:50:51.091261Z -104.5379469 31.60873879 7.802587891 0.313108651
texnet2022vnyh 2022-11-03T11:17:46.235639Z -104.4730407 31.68274927 4.306298828 0.3160954842
texnet2022wcun 2022-11-11T14:25:38.271012Z -104.3886611 31.75961105 3.894970703 0.2450856244
texnet2022wzyo 2022-11-24T06:36:15.399285Z -104.4270707 31.19543706 46.82734375 1.506220629
texnet2022vumm 2022-11-07T01:16:23.270644Z -104.4288879 31.68213479 2.558154297 -0.7528008353
texnet2022vyxa 2022-11-09T11:07:55.319601Z -104.1785694 31.64520081 6.594311523 1.07687213
texnet2022waob 2022-11-10T08:53:55.055819Z -104.1369936 31.62287326 10.19343262 0.8361912999
texnet2022xbla 2022-11-25T02:01:54.332574Z -104.0059602 31.61764752 9.910644530999999 1.358284164
texnet2022wmzn 2022-11-17T04:18:05.005949Z -103.9871161 31.61449409 6.157275391 0.9834288997
texnet2022wmyu 2022-11-17T03:56:30.465984Z -104.0007138 31.58894099 -0.9638427734 1.572611414
texnet2022vkeb 2022-11-01T09:40:19.044469Z -104.4033857 31.67506531 -1.208068848 -0.2817753132
texnet2022whgw 2022-11-14T01:12:05.358947Z -104.3526515 31.67550168 1.915454102 0.4748200598
texnet2022wsqz 2022-11-20T06:48:49.148693Z -104.5043146 31.71400651 1.3498779300000001 0.3509392106
texnet2022wqhz 2022-11-19T00:00:10.609843Z -104.4394094 31.68459132 1.247045898 -0.3933913775
texnet2022vrjo 2022-11-05T08:24:00.157054Z -104.4955588 31.67339616 4.5119628910000005 0.08865548577
texnet2022wsse 2022-11-20T07:24:58.018760Z -104.5718802 31.61261361 19.576855469999998 0.6851623775
texnet2022wdpd 2022-11-12T00:50:37.459850Z -104.1346135 31.62954798 0.5015136719000001 0.5218279815
texnet2022xehx 2022-11-26T15:51:16.036965Z -104.1170888 31.57815037 1.9411621090000002 0.6219303904
texnet2022wanf 2022-11-10T08:28:10.024686Z -104.1184061 31.61858887 1.9411621090000002 0.8587233396
texnet2022xlcv 2022-11-30T09:14:23.287445Z -104.4598079 31.76189238 -1.2466308590000001 -0.3601342999
texnet2022wmxq 2022-11-17T03:22:08.949882Z -103.9028305 31.36886337 3.020898437 1.970743999
texnet2022vwtm 2022-11-08T07:05:06.653748Z -104.3098738 31.64450487 1.915454102 -0.01111240544
texnet2022wtuc 2022-11-20T21:31:57.632233Z -104.4944822 31.67340396 4.923291016 -0.2926593925
texnet2022vuli 2022-11-07T00:41:13.834523Z -104.505304 31.6788403 5.231787109 -0.3333314431
texnet2022wvcl 2022-11-21T14:52:26.327358Z -103.9820314 31.62025573 6.2858154299999995 1.224788249
texnet2022xlnf 2022-11-30T14:29:53.804140Z -104.435348 31.68209115 3.792138672 -0.09789822704
texnet2022wacv 2022-11-10T03:12:53.088134Z -104.2445509 31.616373 1.915454102 0.9486710263
texnet2022wome 2022-11-17T23:50:31.991569Z -103.9963582 31.63514486 6.105859375 0.9194139704
texnet2022whhx 2022-11-14T01:44:14.419018Z -104.1247377 31.5535289 6.74855957 0.8560238643
texnet2022vkiv 2022-11-01T12:04:18.642439Z -104.3236284 31.71405269 1.9411621090000002 -0.6169688187
texnet2022wfep 2022-11-12T21:47:45.342044Z -104.3516554 31.71664143 9.242236328 0.6919224483
texnet2022wqfq 2022-11-18T22:48:32.305063Z -104.4881235 31.6835609 6.0544433589999995 0.5465542881
texnet2022wqdn 2022-11-18T21:43:58.678146Z -103.9971664 31.63537192 6.234399414 1.773580721
texnet2022wjrc 2022-11-15T08:39:11.542861Z -104.4885473 31.672068 4.357714844 -0.3788528007
texnet2022xedl 2022-11-26T13:36:48.922965Z -104.205476 31.68390471 10.013476559999999 0.1580678429
texnet2022vkhr 2022-11-01T11:29:30.389580Z -104.4135641 31.68430519 5.257495117 0.3399801
texnet2022xegw 2022-11-26T15:20:11.617069Z -103.9857052 31.60002158 4.486254883 0.7100769061
texnet2022whjg 2022-11-14T02:24:35.717469Z -104.3074947 31.71690467 1.9411621090000002 -0.2296004829
texnet2022xbaq 2022-11-24T20:46:31.806331Z -104.3984446 31.67934874 6.131567382999999 1.968984355
texnet2022xbbj 2022-11-24T21:08:02.305971Z -104.3982313 31.68555464 3.946386719 0.8898256699
texnet2022wmte 2022-11-17T01:06:29.664303Z -103.9804775 31.63358899 4.691918945 1.732389717
texnet2022wvas 2022-11-21T14:00:07.073236Z -104.4482857 31.68384116 6.465771484 0.6224685304
texnet2022vyvj 2022-11-09T10:18:07.311316Z -104.1938923 31.64305831 10.27055664 1.114191715
texnet2022wtyw 2022-11-20T23:56:26.078694Z -104.3196026 31.71568501 6.440063477 1.423584657
texnet2022vyuq 2022-11-09T09:56:04.437976Z -104.4094489 31.67582985 4.614794922 0.02841110464
texnet2022xlmj 2022-11-30T14:03:34.139052Z -104.4774561 31.69374822 2.0439941409999998 -0.6127376719
texnet2022wmuv 2022-11-17T01:56:10.515547Z -104.0618212 31.60089711 5.797363281 0.8688118519
texnet2022womr 2022-11-18T00:05:12.708836Z -104.4741264 31.68366077 0.7071777344 -0.9832553495
texnet2022waca 2022-11-10T02:48:52.448419Z -104.3643342 31.68806825 24.461376950000002 0.4881011277
texnet2022vlog 2022-11-02T03:57:10.094093Z -104.1982979 31.65774358 8.933740234 0.340207636
texnet2022vywy 2022-11-09T11:06:18.149982Z -104.3757762 31.64203707 1.9411621090000002 -0.2471977642
texnet2022vkia 2022-11-01T11:39:42.191434Z -104.1847255 31.60013102 1.915454102 0.8240828283
texnet2022xefd 2022-11-26T14:27:43.487258Z -104.4452752 31.65031147 6.003027344 -0.2854119649
texnet2022xkhw 2022-11-29T22:39:46.867481Z -104.1883655 31.54151522 40.55458984 2.033159506
texnet2022xips 2022-11-29T00:20:51.777851Z -103.9780523 31.87235533 0.1416015625 0.9975996654
texnet2022xkkl 2022-11-29T23:57:06.317632Z -104.200066 31.60166445 7.802587891 0.7435052116
texnet2022wjqo 2022-11-15T08:22:33.296790Z -104.2604606 31.62157297 7.0827636720000005 0.8967406265
texnet2022whik 2022-11-14T01:59:43.733153Z -104.4310069 31.67844376 4.923291016 -0.5626214436
texnet2022vrew 2022-11-05T06:01:05.690661Z -104.043536 31.70529449 4.923291016 0.1720941484
texnet2022wabe 2022-11-10T02:22:26.386946Z -104.1450435 31.61961988 6.388647461 0.8086332037
texnet2022wmwi 2022-11-17T02:42:11.521567Z -103.9881794 31.61173301 11.81303711 0.8505238418
texnet2022vlnc 2022-11-02T03:22:28.148328Z -104.2130584 31.65192484 8.085375977 1.447737818
texnet2022wjdy 2022-11-15T02:00:00.532771Z -104.2661114 31.62177199 1.915454102 0.8856995472
