@publicID,preferredOriginID,region,date,magnitude,latitude,longitude,depth [km],latitude error [km],longitude error [km],depth error [km],minimum station distance [km],phase count,station count,mag_e,rms [s]
texnet2020rrwc,smi:local/Origin/20221020160540.594807.45777,Western Texas,2020-09-08 16:35:37.409716,1.6618012880000002,31.93810081,-102.3255997,7.4199099539999995,3.2718584539999997,5.00974369,7.91628933,0.01641990058,6.0,4.0,0.3102313731,0.09974737832000001
texnet2019doez,smi:local/Origin/20221020160424.35311.45767,Western Texas,2019-02-20 11:01:38.018885,1.6609408630000002,32.11455536,-102.6260071,1.888759375,4.80731678,3.571122646,4.456622601,0.06546529382,6.0,6.0,0.26704404449999997,0.1336484705
texnet2021qqyc,smi:local/Origin/20221020160112.396136.45765,Western Texas,2021-08-25 22:55:20.095671,1.659798705,32.47685242,-101.6709518,6.044176102000001,2.287442207,2.377786875,5.781991005,0.1864458025,9.0,6.0,0.17710367800000001,0.1330643395
texnet2020qqmc,smi:local/Origin/20221020160208.417717.45761,Western Texas,2020-08-24 16:51:58.009616,1.659364073,31.97377777,-102.28733829999999,5.006264687,8.198251724,7.091460228,8.234824181,0.03650462255,6.0,4.0,0.1803287664,0.01710456137
texnet2019mgby,smi:local/Origin/20221020160442.412077.45794,Western Texas,2019-06-24 02:13:29.132252,1.64655112,32.04649353,-102.2949066,4.465007782,4.409060001,4.871012688,6.042912483,0.22794148329999997,6.0,5.0,0.1444450078,0.10023241529999999
texnet2021obkl,smi:local/Origin/20221020160043.428214.45747,Western Texas,2021-07-19 23:53:38.154443,1.6437682130000002,32.3805542,-101.6430359,4.6015448569999995,2.68012929,2.104904175,2.559691429,0.1553678066,8.0,5.0,0.1373431574,0.07721998477000001
texnet2021qqnu,smi:local/Origin/20221020160251.59687.45762,Western Texas,2021-08-25 17:42:36.334464,1.6409634169999998,32.47701645,-101.6692276,5.5078005789999995,2.571379185,2.323118925,5.785159111,0.1875549406,8.0,6.0,0.30055023399999997,0.1136703541
texnet2020wwls,smi:local/Origin/20221020160433.788193.45805,Western Texas,2020-11-21 08:41:17.191700,1.635826306,32.07431793,-102.10677340000001,2.8237965110000003,33.21656418,6.00731802,5.77892828,0.1441365033,6.0,5.0,0.2864730676,0.02759376058
texnet2020pcho,smi:local/Origin/20221020160306.533469.45774,Western Texas,2020-08-02 17:07:18.194569,1.6337790269999999,31.93486977,-102.3213425,7.6769928929999995,3.489000797,4.116580009,7.744716167,0.013622479509999999,6.0,4.0,0.4512028732,0.1170254872
texnet2020qold,smi:local/Origin/20221020160245.815615.45762,Western Texas,2020-08-23 14:06:18.950099,1.6256232369999999,31.960704800000002,-102.32315059999999,9.200174332000001,6.752296447999999,7.963313103,11.14741802,0.006213007029000001,6.0,4.0,0.47805775009999996,0.1136757579
texnet2020paoj,smi:local/Origin/20221020160359.681558.45775,Western Texas,2020-08-01 18:17:53.768077,1.6242005069999998,31.93515778,-102.2900162,5.716737747000001,4.766133308,6.714789391,12.23844051,0.0130142821,6.0,4.0,0.4822310382,0.1738602632
texnet2020fujk,smi:local/Origin/20221020160056.50506.45782,Western Texas,2020-03-23 07:09:24.868565,1.6235746880000002,31.92271996,-102.31639859999999,4.504660606,4.347462654,2.8214118480000003,3.597187519,0.09463661163999999,7.0,5.0,0.3732245831,0.052175007249999995
texnet2020pbtt,smi:local/Origin/20221020160514.184431.45780,Western Texas,2020-08-02 10:08:35.974200,1.617453384,31.93508339,-102.3199615,7.076010227,3.495209455,3.942346811,7.580121994,0.01244895719,6.0,4.0,0.5338990523,0.10726144230000001
texnet2021quav,smi:local/Origin/20221020160417.086837.45753,Western Texas,2021-08-27 15:42:39.326833,1.6154621219999998,32.26880264,-101.8143845,5.145305157,2.693323135,2.2347288130000003,5.608465195,0.01932017878,7.0,4.0,0.4911200865,0.01845071142
texnet2020qigb,smi:local/Origin/20221020160100.521378.45784,Western Texas,2020-08-20 04:43:37.954299,1.612250507,32.10855103,-102.1219406,4.700379372,30.80528069,61.40950775,28.37562752,0.1546740234,6.0,5.0,0.1798974598,0.01490970124
texnet2020rkul,smi:local/Origin/20221020160158.810854.45746,Western Texas,2020-09-04 19:47:28.235429,1.611935225,31.97622108,-102.30398559999999,5.742990494,5.914730072,5.810221672000001,8.686019897,0.0274601616,6.0,4.0,0.25934349489999997,0.03934553941
texnet2020dnfh,smi:local/Origin/20221020160335.990687.45779,Western Texas,2020-02-19 22:02:59.786233,1.6105770480000001,31.975914000000003,-102.3181915,5.160770416,9.883572577999999,3.1530728339999996,5.666695595,0.060801412910000005,6.0,4.0,0.2265846772,0.07788549921
texnet2019vfee,smi:local/Origin/20221020160357.205811.45814,Western Texas,2019-10-29 16:02:26.970840,1.609720777,31.93711281,-102.3193207,5.335025311,6.071433544,2.9995825289999996,10.00487518,0.08489707857,6.0,4.0,0.1320624269,0.1133112825
